Season,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mx,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mx,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2023,31,505,39.8,0.77,2271,506,0.74,3.39,26.98,0.954,0.078,0.284,77.5,21.74,9.85,8.17,0.28,0.84,-0.99,-0.42,1.54,1,-0.55,0.93,-0.16,-1.59,-0.61,0.17,0.21,0.36,-0.77,-0.45,1.38,-0.1
2023,9,531.5,37.4,0.91,2746,420,0.59,3.88,27.35,0.667,0.327,0.256,72.6,21.75,9.4,8.74,0.59,0.24,-0.13,0.63,0.2,-0.3,-0.11,1.08,-1.58,-0.27,-0.75,-0.91,0.22,0.09,-0.47,1.52,1.41,1.58
2023,11,478,35.5,0.8,2492,476,0.74,4.83,25.37,1.169,0.253,0.093,78.6,22.29,9.96,8.82,-0.04,-0.23,-0.81,0.07,1.07,1,0.75,0.27,0.9,-0.66,-1.57,0.42,0.4,0.43,-0.43,1.78,1.57,-0.37
2023,37,421.5,32.2,1.08,3356,342,0.47,1.82,26.24,0.799,0.437,0.137,70.3,15.89,6.58,9.04,-0.69,-1.05,0.91,1.98,-1.02,-1.35,-1.96,0.63,-0.92,0.32,-1.35,-1.42,-1.8,-1.63,-0.32,1.92,2.46,1.06
2023,16,477,38.8,1.15,2969,306,0.55,3.02,27.84,1.265,0.519,0.635,78.2,20.62,10.85,9.25,-0.05,0.59,1.34,1.13,-1.58,-0.65,-0.88,1.28,1.37,0.75,1.14,0.33,-0.17,0.97,-0.21,1.12,0.39,2.16
2023,6,635,39.6,1.01,2997,380,0.55,2.9,27.53,0.966,0.397,0.382,77.4,23.59,8.57,10.13,1.79,0.79,0.48,1.19,-0.43,-0.65,-0.99,1.15,-0.1,0.1,-0.12,0.15,0.85,-0.42,0.25,0.86,0.6,0.49
2023,5,505.5,38.5,0.81,2213,448,0.69,4.47,26.32,0.968,0.013,0.35,,25.36,7.19,9.81,0.28,0.52,-0.75,-0.55,0.63,0.57,0.42,0.66,-0.09,-1.94,-0.28,,1.46,-1.26,0.08,0.55,0.13,-0.45
2023,2,387.5,32.4,0.82,1967,412,0.61,5.58,23.32,1.008,0.447,0.602,70.6,19.74,7.71,9.49,-1.09,-1,-0.68,-1.1,0.07,-0.13,1.42,-0.56,0.11,0.37,0.98,-1.35,-0.48,-0.94,-0.08,1.55,1.37,0.52
2023,28,398,34.1,0.72,2324,464,0.75,4.57,23.08,0.743,0.147,0.247,71.5,21.37,8.09,8.13,-0.97,-0.58,-1.3,-0.3,0.88,1.09,0.51,-0.66,-1.2,-1.23,-0.8,-1.15,0.08,-0.71,-0.79,1.26,0.88,0.26
2023,42,548.5,34.4,0.85,1878,390,0.68,,,,,,75.7,18.34,8.19,9.1,0.78,-0.51,-0.5,-1.29,-0.27,0.48,,,,,,-0.22,-0.96,-0.65,-0.29,0.67,1.84,2.33
2023,1,391,32.4,1.31,,264,0.35,4.07,26.1,0.674,0.048,0.239,63,21.53,8.48,7.61,-1.05,-1,2.33,,-2.23,-2.4,0.06,0.57,-1.54,-1.75,-0.84,-3.03,0.14,-0.47,-1.06,1.68,1.3,1.62
2023,24,488.5,36.7,0.9,2824,434,0.59,2.56,26.42,0.943,,0.436,76.8,18.12,12.74,10.74,0.09,0.07,-0.19,0.8,0.42,-0.3,-1.29,0.7,-0.21,,0.15,0.02,-1.03,2.12,0.57,1.62,1.28,0.49
2023,36,,37.3,1.2,2549,302,0.48,2.61,28.14,1.13,0.529,0.172,74.9,21.74,12.15,9.8,,0.22,1.65,0.19,-1.64,-1.26,-1.25,1.4,0.71,0.81,-1.17,-0.4,0.21,1.76,0.08,1.55,0.99,1.38
2023,40,259.5,,,,,,3.19,26.27,1.11,0.476,0.232,82.4,20.48,12.49,9.55,-2.58,,,,,,-0.73,0.64,0.61,0.52,-0.87,1.26,-0.22,1.97,-0.05,0.05,0.01,1.61
2023,21,587.5,34.5,1.09,2610,332,0.55,2.52,27.69,1.246,0.694,0.813,,26,11.41,15.58,1.24,-0.48,0.98,0.33,-1.17,-0.65,-1.33,1.22,1.28,1.68,2.03,,1.68,1.31,3.09,1.76,1.73,1.51
2023,35,510.5,38.2,1.39,3544,278,0.4,2.96,27.23,0.995,0.487,0.329,79.7,24.27,11.33,9.75,0.34,0.44,2.82,2.4,-2.02,-1.96,-0.93,1.03,0.04,0.58,-0.39,0.66,1.08,1.26,0.05,1.44,0.68,0.58
2023,25,308,29.1,0.74,2132,452,0.69,,,,,,,,,,-2.02,-1.83,-1.18,-0.73,0.7,0.57,,,,,,,,,,0.06,0.64,0.43
2023,27,438.5,37.4,0.75,2256,504,0.85,3.99,25.11,1.196,0.447,0.266,71.6,18.79,8.87,7.37,-0.5,0.24,-1.11,-0.46,1.51,1.96,-0.01,0.17,1.03,0.37,-0.7,-1.13,-0.8,-0.24,-1.19,1.43,0.65,0.93
2023,42,580,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,0.17,0.96,0.83
2023,20,550.5,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,0.84,0.54,-0.3
2023,3,445,,,,,,,,,,,,,,,-0.42,,,,,,,,,,,,,,,1.87,1.36,1.46
2023,4,550.5,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,1.75,1.32,1.77
2023,21,585.5,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,1.81,1.91,2.16
2023,24,460.5,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,1.45,1.15,1.43
2023,40,354,,,,,,,,,,,,,,,-1.48,,,,,,,,,,,,,,,-0.09,0.07,1.55
2023,15,539.5,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,-0.72,-0.56,-1.26
2023,7,543.5,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,0.88,0.08,0.13
2023,25,335,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,0,0.47,-0.16
2023,5,518,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,1.07,0.23,1.45
2023,41,398,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,-0.32,-0.48,-0.07
2023,34,663,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,0.56,0.68,0.37
2023,8,531,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,-1.52,-1.11,-0.47
2023,13,487,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,1.21,1.25,2.11
2023,31,436,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,,0.62,1.09,0.36
2023,9,546.5,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,1.34,1.16,1.69
2023,28,418.5,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,1.24,0.84,-0.35
2023,11,493,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,1.93,0.91,-0.14
2023,29,375.5,,,,,,,,,,,,,,,-1.23,,,,,,,,,,,,,,,1.62,1.35,1.01
2023,22,508,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,1.6,1.68,1.15
2023,6,635.5,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,0.44,0.19,-0.67
2023,27,575,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,1.79,1.44,0.55
2023,18,523,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,1.09,1.1,0.65
2023,16,496.5,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,1.36,0.74,0.84
2023,42,580,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,0.47,0.72,0.83
2023,33,451,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,-0.43,-0.59,-0.93
2023,2,478,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,1.75,0.99,0.52
2023,23,599,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,1.67,0.62,0.6
2023,37,429.5,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,1.81,2.28,2.18
2023,35,475.5,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,1.69,0.74,1.7
2023,38,505.5,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,1.59,1.84,2.1
2023,19,337,,,,,,,,,,,,,,,-1.68,,,,,,,,,,,,,,,1.67,1.67,2.46
2023,4,,,,,,,5.25,21.33,1.007,0.497,0.51,74.1,18.48,7.67,7.65,,,,,,,1.12,-1.37,0.1,0.63,0.52,-0.58,-0.91,-0.97,-1.04,1.2,0.92,1.58
2023,30,,,,,,,4.88,22.28,,,0.146,,,,,,,,,,,0.79,-0.99,,,-1.3,,,,,0.27,0.72,0.04
2023,20,,,,,,,6.01,22.23,0.773,,0.107,,,,,,,,,,,1.81,-1.01,-1.05,,-1.5,,,,,1.02,-0.03,0.82
2023,3,,,,,,,5.13,22.27,1.422,0.498,,,24.03,9.64,11.33,,,,,,,1.02,-0.99,2.15,0.64,,,1,0.23,0.88,1.46,1.01,0.92
2023,39,,,,,,,5.73,20.75,1.11,0.408,0.474,76.5,23.35,10.2,8.54,,,,,,,1.56,-1.61,0.61,0.16,0.34,-0.05,0.77,0.57,-0.58,1.86,1.44,1.05
2023,11,,,,,,,4.88,22.46,1.131,0.654,0.417,77.1,27.04,,8.97,,,,,,,0.79,-0.91,0.71,1.47,0.05,0.09,2.04,,-0.35,1.44,0.56,-0.14
2023,42,,,,,,,4.19,22.01,0.703,0.487,0.263,,,,,,,,,,,0.17,-1.1,-1.4,0.58,-0.72,,,,,0.49,-0.64,-0.66
2023,25,,,,,,,7.8,16.91,0.886,0.167,0.576,,20.07,8.03,10.28,,,,,,,3.42,-3.17,-0.5,-1.12,0.85,,-0.36,-0.75,0.33,1.03,1.23,1.01
2023,23,,,,,,,5.69,21.5,0.753,0.33,0.754,,17.62,7.75,,,,,,,,1.52,-1.3,-1.15,-0.25,1.74,,-1.21,-0.92,,1.9,0.42,0.6
2023,38,,,,,,,4.32,22.36,1.192,0.471,0.501,75.3,17.87,9.7,,,,,,,,0.29,-0.95,1.01,0.5,0.47,-0.31,-1.12,0.27,,0.43,0.59,1.51
2023,13,,,,,,,5.66,21.88,1.046,0.213,0.428,67.3,18.8,8.48,9.07,,,,,,,1.49,-1.15,0.29,-0.88,0.11,-2.08,-0.8,-0.47,-0.3,0.71,0.48,1.45
2023,31,,,,,,,4.63,21.54,1.076,0.369,0.454,73.5,24.96,10.44,8.77,,,,,,,0.57,-1.29,0.44,-0.05,0.24,-0.71,1.32,0.72,-0.46,0.81,0.19,-0.16
2023,16,,,,,,,5.38,22.03,1.28,0.53,0.438,72.8,19.48,9.47,8.33,,,,,,,1.24,-1.09,1.45,0.81,0.16,-0.86,-0.57,0.13,-0.69,1.6,1.15,0.38
2023,24,,,,,,,4.4,21.07,0.883,0.327,0.54,76.2,23.9,9.52,9.68,,,,,,,0.36,-1.48,-0.51,-0.27,0.67,-0.11,0.96,0.16,0.02,1.42,0.84,2.02
2023,5,,,,,,,4.53,23.34,1.195,0.231,0.409,72.1,25.64,,10.03,,,,,,,0.48,-0.56,1.03,-0.78,0.01,-1.02,1.55,,0.2,1.28,0.62,1.8
2023,34,,,,,,,4.73,21.77,1.011,0.367,0.247,,,,,,,,,,,0.66,-1.19,0.12,-0.06,-0.8,,,,,0.7,0.27,0.78
2023,7,,,,,,,5.26,21.8,1.139,0.412,0.367,65.8,18.98,7.79,9.36,,,,,,,1.13,-1.18,0.75,0.18,-0.2,-2.41,-0.74,-0.89,-0.15,1.07,0.41,0.34
2023,14,,,,,,,4.89,22.07,0.688,0.126,0.32,,20.57,7.92,10.83,,,,,,,0.8,-1.07,-1.47,-1.34,-0.43,,-0.19,-0.81,0.62,1.09,0.47,1.96
2023,35,,,,,,,4.27,22.69,1.132,0.386,0.592,,22.81,9.44,8.82,,,,,,,0.24,-0.82,0.72,0.04,0.93,,0.58,0.11,-0.43,1.72,1.16,1.65
2023,28,,,,,,,6.84,18.77,0.889,0.193,0.382,,20.77,8.52,9.44,,,,,,,2.55,-2.42,-0.48,-0.98,-0.12,,-0.12,-0.45,-0.11,1.21,0.84,-0.35
2023,2,,,,,,,7.02,18.75,1.08,0.241,0.444,,20.59,6.82,7.55,,,,,,,2.72,-2.42,0.46,-0.73,0.19,,-0.18,-1.48,-1.09,1.45,0.58,1.2
2023,10,,,,,,,,19.88,1.224,,0.891,,23.08,13.32,11.07,,,,,,,,-1.96,1.17,,2.42,,0.67,2.47,0.74,0.77,0.14,1.45
2023,40,,,,,,,5.95,,0.986,0.662,0.86,,,,,,,,,,,1.75,,0,1.51,2.27,,,,,0.15,0.07,1.12
2023,12,,,,,,,4.45,22.28,0.987,0.168,0.473,72,22.86,,,,,,,,,0.41,-0.99,0,-1.12,0.33,-1.04,0.6,,,1.26,1.05,0.94
2023,36,,,,,,,4.87,22.68,1.155,0.694,0.556,72.3,20.85,11.71,10.92,,,,,,,0.78,-0.82,0.83,1.68,0.75,-0.97,-0.09,1.49,0.66,1.57,1.06,1.82
2023,15,,,,,,,5.55,21.5,1.244,0.637,0.369,,,,,,,,,,,1.39,-1.3,1.27,1.38,-0.19,,,,,-0.13,0.19,-0.14
2023,21,,,,,,,,19.92,1.364,0.779,1.004,,26.74,12.88,16.45,,,,,,,,-1.95,1.86,2.13,2.99,,1.93,2.21,3.55,1.42,1.39,2.09
2023,18,,,,,,,5.74,21.75,0.839,0.467,0.126,,,,,,,,,,,1.56,-1.2,-0.73,0.48,-1.4,,,,,1.19,0.33,0.23
2023,19,,,,,,,6.07,20.32,0.919,0.322,0.669,,18.26,7.51,10.36,,,,,,,1.86,-1.78,-0.33,-0.3,1.31,,-0.99,-1.06,0.37,1.12,1.02,1.55
2023,8,,,,,,,5.7,21.11,0.948,0.745,0.669,,,,,,,,,,,1.53,-1.46,-0.19,1.95,1.31,,,,,-0.59,0.04,-0.21
2023,32,,,,,,,4.49,23.81,0.802,0.298,0.44,71.1,17.36,8.55,8.6,,,,,,,0.44,-0.36,-0.91,-0.42,0.17,-1.24,-1.3,-0.43,-0.55,1.61,1.56,1.22
2023,27,,,,,,,4.48,22.61,1.198,0.614,0.483,,23.5,9.88,8.98,,,,,,,0.43,-0.85,1.04,1.26,0.38,,0.82,0.38,-0.35,1.7,1.17,-0.2
2023,41,,,,,,,5.03,20.79,0.848,,0.496,,,,,,,,,,,0.93,-1.59,-0.68,,0.45,,,,,0.37,-0.11,0.85
2023,22,,,,,,,5.14,22.12,0.859,0.214,0.198,,22.17,10.2,10.09,,,,,,,1.03,-1.05,-0.63,-0.87,-1.04,,0.36,0.57,0.23,1.22,1.51,1.32
2023,1,,,,,,,5.54,,0.88,0.129,0.432,,23.12,8.94,10.21,,,,,,,1.39,,-0.53,-1.32,0.13,,0.69,-0.19,0.29,1.37,1.16,1.58
2023,9,,,,,,,4.95,22.29,0.942,0.613,0.767,,22.84,8.45,9.16,,,,,,,0.85,-0.98,-0.22,1.25,1.8,,0.59,-0.49,-0.25,0.99,0.76,1.52
2023,30,471.5,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,0,0.62,-0.23
2023,30,439,37.4,1.04,2517,356,0.56,4.13,26.35,0.886,0.39,0.096,76.2,19.65,7.59,7.41,-0.49,0.24,0.67,0.12,-0.8,-0.57,0.12,0.67,-0.5,0.07,-1.55,-0.11,-0.51,-1.01,-1.17,-0.6,-0.34,-0.81
2023,3,475,30.9,0.88,,398,0.56,5.14,24.17,1.55,0.527,0.655,77.7,21.26,8.67,9.83,-0.07,-1.38,-0.32,,-0.15,-0.57,1.03,-0.22,2.78,0.79,1.24,0.22,0.05,-0.36,0.09,-1.82,-1.4,-1.65
2023,20,566.5,38,1.16,3132,348,0.49,3.29,29.25,0.719,0.236,0.035,79,17.74,7.13,7.49,0.99,0.39,1.41,1.49,-0.92,-1.18,-0.64,1.85,-1.32,-0.75,-1.86,0.51,-1.17,-1.29,-1.13,-0.81,0.08,-0.88
2023,43,556.5,26.5,0.73,2004,468,0.66,4.87,23.45,0.794,0.593,0.412,88.8,20.21,10.84,9.99,0.88,-2.47,-1.24,-1.01,0.95,0.31,0.78,-0.51,-0.95,1.15,0.03,2.67,-0.31,0.96,0.18,-0.92,-0.23,-1.31
2023,39,475,35.8,0.9,2954,394,0.68,4.5,24.52,0.816,0.393,0.597,80.9,20.85,9.41,10.36,-0.07,-0.16,-0.19,1.09,-0.21,0.48,0.45,-0.07,-0.84,0.08,0.95,0.93,-0.09,0.09,0.37,-1.07,-0.71,-0.88
2023,4,525,34.6,0.98,2381,364,0.58,4.62,25.23,1.197,0.433,0.478,77.2,19.91,8.91,8.5,0.51,-0.46,0.3,-0.18,-0.68,-0.39,0.56,0.21,1.04,0.29,0.36,0.11,-0.42,-0.21,-0.6,-2.08,-1.42,-2.34
2023,15,619.5,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,-1.15,-0.11,-1.26
2023,21,586,34.4,1.03,2619,336,0.54,2.72,28.06,1.124,0.767,0.421,63.7,24.42,10.67,12.63,1.22,-0.51,0.61,0.35,-1.11,-0.74,-1.15,1.37,0.68,2.07,0.07,-2.88,1.13,0.86,1.56,-1.4,-1.1,-1.13
2023,40,274,31.3,0.6,1676,578,0.8,3.31,26.48,1.029,0.704,0.325,80.9,22.35,8.87,9.51,-2.41,-1.28,-2.04,-1.74,2.66,1.53,-0.62,0.72,0.21,1.74,-0.41,0.93,0.42,-0.24,-0.07,0.08,1.68,0.08
2023,5,518.5,37.7,0.8,2267,452,0.7,4.02,26.97,1.032,0.236,0.379,74.2,25.32,7.73,9.58,0.44,0.32,-0.81,-0.43,0.7,0.66,0.02,0.92,0.22,-0.75,-0.14,-0.55,1.44,-0.93,-0.04,-1.84,-1.19,-1.75
2023,23,614.5,40.5,0.77,2651,482,0.73,3.97,24.93,0.764,0.253,0.39,82.7,16.11,6.05,7.8,1.55,1.02,-0.99,0.42,1.16,0.92,-0.03,0.09,-1.1,-0.66,-0.08,1.32,-1.73,-1.95,-0.96,-1.25,-1.27,-0.69
2023,13,443,,,,,,5,22.64,1.035,0.146,0.425,81.3,18.49,8,7.99,-0.44,,,,,,0.9,-0.84,0.24,-1.23,0.09,1.01,-0.91,-0.77,-0.87,-1.26,-1.17,-1.05
2023,10,461,32.4,1.06,2937,352,0.51,4.18,25.88,1.366,0.463,0.722,80,19.21,9.92,8.99,-0.23,-1,0.79,1.05,-0.86,-1,0.16,0.48,1.87,0.45,1.58,0.73,-0.66,0.4,-0.34,-2.13,-1.35,-1.61
2023,2,439.5,33.6,0.84,1952,422,0.67,4.22,23.91,1.056,0.402,0.472,74.7,20.18,7.51,7.78,-0.48,-0.7,-0.56,-1.13,0.23,0.39,0.2,-0.32,0.34,0.13,0.33,-0.44,-0.33,-1.06,-0.97,-2.06,-1.53,-1.39
2023,31,517.5,,,,,,,,,,,77,18.97,8.19,7.08,0.42,,,,,,,,,,,0.06,-0.74,-0.65,-1.34,-1.89,-1.36,-1.27
2023,34,677.5,38.9,0.98,2830,396,0.57,2.15,28.29,0.769,0.062,0.018,76.2,18.88,9.28,8.71,2.29,0.62,0.3,0.82,-0.18,-0.48,-1.66,1.46,-1.07,-1.68,-1.94,-0.11,-0.77,0.01,-0.49,-0.53,0.1,-0.82
2023,9,528,36,0.88,2503,426,0.66,3.2,27.47,0.721,0.371,0.337,71.5,20.13,10.77,8.86,0.55,-0.11,-0.32,0.09,0.29,0.31,-0.72,1.13,-1.31,-0.04,-0.35,-1.15,-0.34,0.92,-0.41,-2.11,-1.35,-1.82
2023,28,369.5,36,0.79,2269,440,0.7,4.1,24.16,0.816,0.167,0.405,74.1,20.3,7.33,6.77,-1.3,-0.11,-0.87,-0.43,0.51,0.66,0.09,-0.22,-0.84,-1.12,-0.01,-0.58,-0.28,-1.17,-1.5,-2.07,-1.37,-1.07
2023,11,485,35.4,0.8,2609,490,0.7,4.99,24.4,1.157,0.365,0.159,82.8,23.9,10.77,7.85,0.05,-0.26,-0.81,0.33,1.29,0.66,0.89,-0.12,0.84,-0.07,-1.24,1.35,0.96,0.92,-0.94,-1.71,-1.38,-1.24
2023,12,474,34.7,0.93,2293,406,0.63,3.88,25.96,1.082,0.497,0.229,75,20.63,8.45,9.97,-0.08,-0.43,-0.01,-0.37,-0.02,0.04,-0.11,0.51,0.47,0.63,-0.89,-0.38,-0.17,-0.49,0.17,-1.08,-1.07,-1.32
2023,16,509.5,38.2,1.26,3442,280,0.39,3.8,27.41,1.126,0.442,0.426,78.7,22.01,8,9.72,0.33,0.44,2.02,2.17,-1.99,-2.05,-0.18,1.1,0.69,0.34,0.1,0.44,0.3,-0.77,0.04,-1.44,-1.3,-1.28
2023,27,495,37.9,,2168,,0.9,3.98,24.84,,0.732,0.415,69.2,18.91,8.59,8.16,0.16,0.37,,-0.65,,2.4,-0.02,0.06,,1.88,0.04,-1.66,-0.76,-0.41,-0.78,-1.72,-1.36,-1.07
2023,14,522.5,37.1,0.94,2387,432,0.61,2.14,28.7,0.658,0.205,,81.8,18.15,8.43,8.57,0.48,0.17,0.05,-0.16,0.39,-0.13,-1.67,1.63,-1.62,-0.92,,1.13,-1.02,-0.5,-0.56,-2.08,-1.41,-2
2023,29,451.5,44.1,0.84,1856,478,0.76,3.68,25.75,0.833,0.134,0.088,70.7,20.31,6.42,9.83,-0.34,1.91,-0.56,-1.34,1.1,1.18,-0.29,0.43,-0.76,-1.3,-1.59,-1.33,-0.28,-1.73,0.09,-1.64,-1.31,-1.38
2023,24,436.5,36.2,0.96,2986,400,0.61,3.72,25.78,0.944,0.344,0.471,74.1,18.88,8.73,13.53,-0.52,-0.06,0.18,1.16,-0.11,-0.13,-0.25,0.44,-0.21,-0.18,0.32,-0.58,-0.77,-0.32,2.03,-1.34,-0.93,-1.23
2023,42,566,34.9,0.88,1902,400,0.65,3.11,26.52,0.934,0.566,0.353,76.7,21.61,8.98,10.61,0.99,-0.38,-0.32,-1.24,-0.11,0.22,-0.8,0.74,-0.26,1,-0.27,0,0.17,-0.17,0.5,0.04,1.45,-0.11
2023,37,438,32.1,1.09,2979,328,0.56,3.29,25.9,0.835,0.252,0.175,75.7,17.82,7.45,7.77,-0.5,-1.08,0.98,1.15,-1.24,-0.57,-0.64,0.49,-0.75,-0.67,-1.16,-0.22,-1.14,-1.1,-0.98,-1.73,-0.7,-1.31
2023,33,446.5,,,,,,3.74,23.24,0.873,0.401,0.389,85.9,21.56,10.44,9.14,-0.4,,,,,,-0.23,-0.6,-0.56,0.12,-0.09,2.03,0.15,0.72,-0.27,-0.26,0.21,0.59
2023,25,338,26.8,0.7,2102,452,0.67,3.35,21.33,0.911,0.436,0.673,78.4,20.13,8.93,9.77,-1.67,-2.4,-1.42,-0.8,0.7,0.39,-0.58,-1.37,-0.37,0.31,1.33,0.37,-0.34,-0.2,0.06,-0.63,-1.01,0.43
2023,7,530.5,30.6,0.77,1947,416,0.64,4.77,25.26,1.247,0.035,0.292,77,21.62,9.53,7.3,0.58,-1.45,-0.99,-1.14,0.14,0.13,0.69,0.23,1.28,-1.82,-0.57,0.06,0.17,0.17,-1.23,-2.13,-1.38,-1.66
2023,38,505,38.6,1.02,2720,360,0.57,3.17,26.09,1.192,0.594,0.226,78.4,17.33,9.17,7.6,0.28,0.54,0.55,0.57,-0.74,-0.48,-0.74,0.56,1.01,1.15,-0.9,0.37,-1.31,-0.05,-1.07,-1.72,-1.02,-0.99
2023,8,524.5,34.6,0.83,1550,444,0.69,4.14,26.47,1.122,0.463,0.369,77.5,28.22,8.28,9.73,0.51,-0.46,-0.62,-2.02,0.57,0.57,0.13,0.72,0.67,0.45,-0.19,0.17,2.44,-0.59,0.04,-0.65,-0.47,-0.74
2023,36,,34.5,1.21,2584,300,0.44,3.53,28.44,1.18,0.486,0.32,76.4,21.02,11.81,11.46,,-0.48,1.71,0.27,-1.67,-1.61,-0.42,1.52,0.95,0.58,-0.43,-0.07,-0.04,1.55,0.95,-1.71,-1.1,-1.55
2023,6,627.5,41.5,1.09,3037,364,0.54,,,,,,,,,,1.7,1.26,0.98,1.28,-0.68,-0.74,,,,,,,,,,-1.05,-0.31,-0.93
2023,18,535,33.8,0.83,2654,430,0.62,3.71,26.86,0.95,0.206,0.36,82.7,21.22,10.31,11.66,0.63,-0.65,-0.62,0.43,0.35,-0.04,-0.26,0.88,-0.18,-0.91,-0.23,1.32,0.03,0.64,1.05,-0.42,0.42,-0.91
2023,22,474.5,28.8,0.8,2067,462,,3.4,26.96,0.989,0.396,0.363,81.8,21.94,7.24,9.11,-0.08,-1.9,-0.81,-0.87,0.85,,-0.54,0.92,0.01,0.1,-0.22,1.13,0.28,-1.23,-0.28,-1.62,-1.22,-1.43
2023,32,440,38.2,0.89,2861,408,0.64,4.39,25.53,0.871,0.233,0.214,79.4,17.07,7.81,7.87,-0.48,0.44,-0.25,0.89,0.01,0.13,0.35,0.34,-0.57,-0.77,-0.96,0.59,-1.4,-0.88,-0.93,-1.68,-1.12,-0.78
2023,1,409,34.6,1.28,,268,0.41,3.49,26.67,0.752,0.162,0.12,63,23.06,9.11,9.9,-0.84,-0.46,2.14,,-2.17,-1.87,-0.46,0.8,-1.16,-1.15,-1.43,-3.03,0.67,-0.09,0.13,-1.91,-1.22,-1.57
2023,41,424,27.7,0.71,1815,470,0.73,3.22,26.77,0.993,0.306,0.472,77.5,,12.7,11.69,-0.66,-2.18,-1.36,-1.43,0.98,0.92,-0.7,0.84,0.03,-0.38,0.33,0.17,,2.1,1.07,-0.34,0.53,-1.06
2023,17,497,37.1,0.88,2508,430,0.63,3.49,25.97,0.498,0.437,0.531,79.5,20,10.81,12.54,0.19,0.17,-0.32,0.1,0.35,0.04,-0.46,0.52,-2.41,0.32,0.62,0.62,-0.39,0.95,1.51,-2.08,-1.39,-2.45
2023,19,340.5,33.9,0.85,1988,442,0.7,4.52,25.26,0.851,0.351,0.593,71.3,20.51,8.48,10.43,-1.64,-0.63,-0.5,-1.05,0.54,0.66,0.47,0.23,-0.67,-0.14,0.93,-1.2,-0.21,-0.47,0.41,-1.8,-1.35,-1.58
2023,35,466,36.7,1.17,2980,314,0.47,3,28.78,1.074,0.38,0.326,81.7,22.37,10.61,10.75,-0.18,0.07,1.47,1.15,-1.46,-1.35,-0.9,1.66,0.43,0.01,-0.4,1.1,0.43,0.82,0.57,-1.89,-1.34,-1.39
2023,40,215.5,,,,,,,,,,,,,,,-3.09,,,,,,,,,,,,,,,0.36,0.65,1.06
2023,7,527,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,-1.34,-0.55,-0.74
2023,24,461.5,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,-0.73,-0.52,0.05
2023,13,438.5,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,-0.7,-0.66,-0.41
2023,5,539,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,-1.13,-0.76,-0.74
