Season,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mx,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mx,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2023,14,503.5,,,,,,2.76,25.47,0.61,0.16,,80.7,21.03,13.06,9.88,0.26,,,,,,-1.11,0.31,-1.86,-1.16,,0.88,-0.03,2.32,0.12,-0.59,-0.6,-0.04
2023,34,674,,,,,,4.54,23.84,0.688,0.202,,76.2,18.35,9.91,8.23,2.25,,,,,,0.49,-0.35,-1.47,-0.93,,-0.11,-0.96,0.4,-0.74,0.04,-0.37,-0.26
2023,33,460,,,,,,4.18,21.93,0.833,0.307,0.311,77.6,19.98,10.89,7.88,-0.25,,,,,,0.16,-1.13,-0.76,-0.38,-0.48,0.2,-0.39,0.99,-0.92,0.53,0.63,0.64
2023,8,549,,,,,,3.53,23.79,1.007,0.483,0.44,81.5,26.23,9.32,10.3,0.79,,,,,,-0.42,-0.37,0.1,0.56,0.17,1.06,1.76,0.04,0.34,-0.26,-0.45,-0.47
2023,41,399,,,,,,,,,,,,,,,-0.96,,,,,,,,,,,,,,,0.52,0.52,0.32
2023,5,473.5,,,,,,4.52,24.68,0.923,0.072,0.252,77.4,26.13,8.2,10.85,-0.09,,,,,,0.47,-0.01,-0.31,-1.63,-0.77,0.15,1.72,-0.64,0.63,-0.42,-0.52,-0.71
2023,6,600,,,,,,4.31,23.73,1.046,0.387,0.376,,22.38,9.15,10.25,1.38,,,,,,0.28,-0.4,0.29,0.05,-0.15,,0.43,-0.07,0.31,0.38,-0.12,0.16
2023,26,448.5,43.6,0.74,2181,566,0.87,5.56,22.14,0.818,0.416,0.622,82.7,18.65,7.27,9.71,-0.38,1.79,-1.18,-0.62,2.47,2.14,1.4,-1.04,-0.83,0.2,1.08,1.32,-0.85,-1.21,0.03,0.98,1.38,1.15
2023,7,544,,,,,,4.75,23.81,0.99,0.028,0.104,75,21.43,7.84,8.39,0.73,,,,,,0.68,-0.36,0.02,-1.86,-1.51,-0.38,0.11,-0.86,-0.66,-0.28,0.05,-0.53
2023,31,361.5,,,,,,4.42,22.94,0.992,0.168,0.238,80.4,19.3,8.23,6.99,-1.39,,,,,,0.38,-0.72,0.03,-1.12,-0.84,0.82,-0.63,-0.63,-1.39,-0.1,-0.1,-0.57
2023,11,482.5,,,,,,6.08,23.4,1.087,0.373,0.142,80.7,24.64,10.5,8.24,0.02,,,,,,1.87,-0.53,0.49,-0.02,-1.32,0.88,1.21,0.76,-0.73,-0.48,-0.46,-0.49
2023,16,490.5,,,,,,3.44,26.05,1.118,0.417,0.496,77.7,20.84,8.02,8.49,0.11,,,,,,-0.5,0.55,0.65,0.21,0.45,0.22,-0.1,-0.75,-0.6,-0.57,-0.49,-0.66
2023,19,388,,,,,,4.99,23.72,0.816,0.262,0.443,69.2,20.17,7.77,10.9,-1.08,,,,,,0.89,-0.4,-0.84,-0.62,0.18,-1.66,-0.33,-0.91,0.65,-0.29,-0.58,-0.4
2023,21,552.5,,,,,,2.76,25.18,0.998,0.736,0.564,76.7,24.05,10.71,12.92,0.83,,,,,,-1.11,0.19,0.06,1.91,0.79,0,1.01,0.88,1.71,-0.57,-0.32,-0.01
2023,36,,,,,,,,,,,,76.4,23.33,15.25,10.6,,,,,,,,,,,,-0.07,0.76,3.65,0.5,-0.56,-0.05,-0.67
2023,28,458.5,,,,,,4.95,21.89,0.855,0.077,0.248,73.6,23.47,8.19,7.09,-0.26,,,,,,0.85,-1.15,-0.65,-1.6,-0.79,-0.69,0.81,-0.65,-1.33,-0.36,-0.22,-0.57
2023,32,418.5,,,,,,4.6,23.35,0.705,0.438,0.069,73.3,16.98,8.54,7.48,-0.73,,,,,,0.54,-0.55,-1.39,0.32,-1.69,-0.75,-1.43,-0.44,-1.13,-0.58,-0.26,-0.45
2023,25,382.5,,,,,,2.39,,0.914,0.142,0.4,,,,,-1.15,,,,,,-1.45,,-0.36,-1.25,-0.03,,,,,0.24,0.27,1.15
2023,3,467.5,34.2,0.93,2392,390,0.56,,,,,,,,,,-0.16,-0.56,-0.01,-0.15,-0.27,-0.57,,,,,,,,,,-0.7,-0.72,-1.54
2023,30,,39.4,1.03,2866,356,0.55,,,,,,,,,,,0.74,0.61,0.9,-0.8,-0.65,,,,,,,,,,0.09,-0.22,0.2
2023,20,569.5,37.1,1.29,3427,320,0.44,,,,,,,,,,1.03,0.17,2.2,2.14,-1.36,-1.61,,,,,,,,,,-0.6,-0.74,-0.84
2023,4,,37.2,1.05,,352,0.49,,,,,,,,,,,0.19,0.73,,-0.86,-1.18,,,,,,,,,,-0.47,-0.52,-1.3
2023,39,,36.1,1.01,3046,362,0.58,,,,,,,,,,,-0.08,0.48,1.3,-0.71,-0.39,,,,,,,,,,-0.88,-0.96,-0.76
2023,43,,26.9,0.73,1903,456,0.66,,,,,,,,,,,-2.38,-1.24,-1.24,0.76,0.31,,,,,,,,,,0.24,0.19,-0.81
2023,8,,34.7,0.72,1321,470,0.76,,,,,,,,,,,-0.43,-1.3,-2.53,0.98,1.18,,,,,,,,,,-0.17,-0.85,-1.28
2023,17,,39.2,0.91,2523,440,0.64,,,,,,,,,,,0.69,-0.13,0.14,0.51,0.13,,,,,,,,,,-0.28,-0.59,-1.21
2023,5,533.5,38.9,0.98,2497,374,0.57,,,,,,,,,,0.61,0.62,0.3,0.08,-0.52,-0.48,,,,,,,,,,-0.2,-0.55,-1.18
2023,41,422,29.4,0.77,1851,458,0.67,,,,,,,,,,-0.69,-1.75,-0.99,-1.35,0.79,0.39,,,,,,,,,,0.44,0.26,0.19
2023,38,,41.3,0.97,2515,370,0.6,,,,,,,,,,,1.22,0.24,0.12,-0.58,-0.22,,,,,,,,,,-0.47,-0.43,-0.53
2023,27,,39.2,0.82,2551,476,0.78,,,,,,,,,,,0.69,-0.68,0.2,1.07,1.35,,,,,,,,,,-0.32,-0.34,-1.19
2023,49,494,30.7,0.6,2780,522,1,,,,,,,,,,0.15,-1.43,-2.04,0.71,1.79,3.27,,,,,,,,,,2.3,-0.15,-0.14
2023,2,382.5,35.2,1.04,2130,354,0.53,,,,,,,,,,-1.15,-0.31,0.67,-0.73,-0.83,-0.83,,,,,,,,,,-0.69,-0.75,-1.45
2023,18,,32.7,0.75,2284,444,0.65,,,,,,,,,,,-0.93,-1.11,-0.39,0.57,0.22,,,,,,,,,,-0.26,-0.41,-0.28
2023,34,,42,1.01,2857,406,0.61,,,,,,,,,,,1.39,0.48,0.88,-0.02,-0.13,,,,,,,,,,0.06,-0.53,-0.26
2023,28,,36.6,,2535,380,0.57,,,,,,,,,,,0.04,,0.16,-0.43,-0.48,,,,,,,,,,-0.28,-0.63,-1.02
2023,9,,37.1,0.88,2516,426,0.63,,,,,,,,,,,0.17,-0.32,0.12,0.29,0.04,,,,,,,,,,-0.45,-0.91,-1.82
2023,14,,39.8,1,2294,384,0.59,,,,,,,,,,,0.84,0.42,-0.37,-0.36,-0.3,,,,,,,,,,-0.53,-0.78,-0.76
2023,22,,30.4,0.81,2041,450,0.7,,,,,,,,,,,-1.5,-0.75,-0.93,0.67,0.66,,,,,,,,,,-0.41,-0.44,-0.94
2023,42,539.5,36.9,0.94,1930,380,0.59,,,,,,,,,,0.68,0.12,0.05,-1.18,-0.43,-0.3,,,,,,,,,,0.35,-0.31,-0.06
2023,11,,37.8,0.89,2780,438,0.73,,,,,,,,,,,0.34,-0.25,0.71,0.48,0.92,,,,,,,,,,-0.37,-0.62,-1.3
2023,36,,34.3,1.14,2403,304,0.49,,,,,,,,,,,-0.53,1.28,-0.13,-1.61,-1.18,,,,,,,,,,-0.51,-0.39,-1.22
2023,16,507.5,37.2,1.05,2653,328,0.58,,,,,,,,,,0.31,0.19,0.73,0.42,-1.24,-0.39,,,,,,,,,,-0.55,-0.65,-0.93
2023,35,,40.2,1.25,3017,322,0.46,,,,,,,,,,,0.94,1.96,1.23,-1.33,-1.44,,,,,,,,,,-0.53,0.01,0.23
2023,40,,32.9,0.89,2083,374,0.72,,,,,,,,,,,-0.88,-0.25,-0.84,-0.52,0.83,,,,,,,,,,0.23,0.04,-0.19
2023,25,,28.5,0.77,2355,436,0.65,,,,,,,,,,,-1.98,-0.99,-0.24,0.45,0.22,,,,,,,,,,0.19,0.11,0.72
2023,24,,35.2,0.85,2521,446,0.58,,,,,,,,,,,-0.31,-0.5,0.13,0.6,-0.39,,,,,,,,,,-1.12,-0.87,-0.88
2023,31,465.5,43.1,0.82,2190,498,0.72,,,,,,,,,,-0.18,1.66,-0.68,-0.6,1.41,0.83,,,,,,,,,,-0.05,-0.49,-1.32
2023,19,,34.7,0.92,2000,404,0.59,,,,,,,,,,,-0.43,-0.07,-1.02,-0.05,-0.3,,,,,,,,,,-0.19,-0.83,-0.98
2023,23,,41,0.8,2773,478,0.73,,,,,,,,,,,1.14,-0.81,0.69,1.1,0.92,,,,,,,,,,0.35,-0.66,-1.12
2023,10,,35.9,1.14,3187,314,0.45,,,,,,,,,,,-0.13,1.28,1.61,-1.46,-1.53,,,,,,,,,,-0.48,-0.65,-1.23
2023,12,,36.5,0.97,2142,392,0.57,,,,,,,,,,,0.02,0.24,-0.71,-0.24,-0.48,,,,,,,,,,-0.16,-0.63,-0.74
2023,37,,36.2,1.21,3336,316,0.55,,,,,,,,,,,-0.06,1.71,1.94,-1.42,-0.65,,,,,,,,,,-0.04,-0.48,-0.93
2023,33,,35.3,0.84,1928,440,0.68,,,,,,,,,,,-0.28,-0.56,-1.18,0.51,0.48,,,,,,,,,,0.37,0.24,-0.25
2023,7,,29.8,0.82,1969,394,0.6,,,,,,,,,,,-1.65,-0.68,-1.09,-0.21,-0.22,,,,,,,,,,-0.14,-0.26,-0.99
2023,6,632,40.9,1.2,3464,320,0.6,,,,,,,,,,1.76,1.12,1.65,2.22,-1.36,-0.22,,,,,,,,,,0.43,-0.31,-0.42
2023,32,,39.2,0.92,2997,412,0.59,,,,,,,,,,,0.69,-0.07,1.19,0.07,-0.3,,,,,,,,,,-0.52,-0.3,-0.67
2023,30,489.5,,,,,,4.59,21.83,0.933,0.165,0.049,75.7,19.15,6.76,7,0.1,,,,,,0.53,-1.17,-0.26,-1.13,-1.79,-0.22,-0.68,-1.52,-1.38,-0.27,-0.3,-0.39
2023,43,579.5,,,,,,,,1.055,0.5,0.494,84,24.02,10.83,9.8,1.15,,,,,,,,0.34,0.65,0.44,1.61,1,0.96,0.08,0.73,0.83,-0.15
2023,39,498,,,,,,3.81,23.05,0.897,0.358,0.577,78.1,18.72,8.15,9.15,0.2,,,,,,-0.17,-0.67,-0.44,-0.1,0.85,0.31,-0.83,-0.67,-0.26,0.49,-0.03,0.37
2023,3,487,,,,,,6.51,20.08,1.289,0.363,0.511,73.6,22.14,8.92,8.94,0.07,,,,,,2.26,-1.88,1.49,-0.08,0.52,-0.69,0.35,-0.21,-0.37,-0.6,-0.55,-1.16
2023,20,571,,,,,,5.26,23.57,,0.2,0.116,80,18.58,,6.62,1.05,,,,,,1.13,-0.46,,-0.95,-1.45,0.73,-0.88,,-1.58,-0.72,-1.01,-0.26
2023,4,648,,,,,,4.88,21.3,1.165,0.394,0.31,76.6,17.14,7.31,7.33,1.94,,,,,,0.79,-1.39,0.88,0.09,-0.48,-0.02,-1.37,-1.19,-1.21,-0.88,-0.57,-1.18
2023,37,436,,,,,,1.86,25.08,0.805,0.175,0.176,70.8,17.59,8.5,8.98,-0.53,,,,,,-1.92,0.15,-0.9,-1.08,-1.15,-1.31,-1.22,-0.46,-0.35,-0.43,-0.4,-0.62
2023,11,507.5,,,,,,4.03,23.29,1.024,0.269,,82.8,22.92,9.73,8.42,0.31,,,,,,0.03,-0.58,0.18,-0.58,,1.35,0.62,0.29,-0.64,-0.5,-0.29,-0.55
2023,31,496,,,,,,5.17,21.98,1.046,0.256,0.329,78.9,21.98,8.89,6.95,0.17,,,,,,1.05,-1.11,0.29,-0.65,-0.39,0.48,0.29,-0.22,-1.41,-0.28,0.09,-0.92
2023,17,521.5,,,,,,,,,,,79,20.63,9.08,10.61,0.47,,,,,,,,,,,0.51,-0.17,-0.11,0.5,-0.42,-0.69,-0.69
2023,9,531,,,,,,3.96,25.13,0.908,0.295,0.383,,,,,0.58,,,,,,-0.03,0.17,-0.39,-0.44,-0.12,,,,,-0.89,-0.72,-1.32
2023,23,651,,,,,,,,,,,82.7,18.29,6.7,8.04,1.98,,,,,,,,,,,1.32,-0.98,-1.56,-0.84,0.13,-0.51,-0.69
2023,2,440.5,,,,,,6.78,19.31,1.112,0.404,0.64,77.8,20.01,7.95,9.67,-0.47,,,,,,2.5,-2.2,0.62,0.14,1.17,0.24,-0.38,-0.8,0.01,-1,-0.97,-1.57
2023,5,561.5,,,,,,,,,,,74.7,27.23,8.09,10.1,0.94,,,,,,,,,,,-0.44,2.1,-0.71,0.24,-0.75,-0.84,-1.44
2023,32,424,,,,,,,,,,,74.4,17.16,8.46,8.21,-0.66,,,,,,,,,,,-0.51,-1.36,-0.49,-0.75,-0.45,-0.15,-0.28
2023,40,207.5,,,,,,,,1.104,0.463,0.539,,,,,-3.19,,,,,,,,0.58,0.45,0.66,,,,,0.32,0.51,0.13
2023,41,440.5,,,,,,4.94,19.89,1.044,0.327,0.745,73.5,28.41,10.95,10.56,-0.47,,,,,,0.85,-1.96,0.28,-0.27,1.69,-0.71,2.51,1.03,0.48,0.14,0.24,0.12
2023,7,534,,,,,,6.43,20.83,1.052,,0.14,77.6,21.41,8.46,8.26,0.62,,,,,,2.18,-1.58,0.32,,-1.33,0.2,0.1,-0.49,-0.72,-0.06,-0.08,-0.64
2023,26,475,,,,,,,,,,,77.8,18.11,6.92,9.57,-0.07,,,,,,,,,,,0.24,-1.04,-1.42,-0.04,1.48,0.79,1.27
2023,42,,,,,,,6.4,19.15,0.907,0.663,0.39,,,,,,,,,,,2.16,-2.26,-0.39,1.52,-0.08,,,,,0.51,-0.17,0.83
2023,24,477,,,,,,,,,,,74.1,18.78,9.66,12.92,-0.05,,,,,,,,,,,-0.58,-0.81,0.25,1.71,-1.07,-0.94,-0.64
2023,49,493.5,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,2.41,3.17,-0.14
2023,6,620,,,,,,,,,,,73.8,22.95,9.44,9.73,1.62,,,,,,,,,,,-0.64,0.63,0.11,0.04,0.14,-0.2,-0.06
2023,22,504,,,,,,4.61,22.73,0.857,0.25,0.408,74,22.9,8.55,8.71,0.27,,,,,,0.55,-0.8,-0.64,-0.68,0.01,-0.6,0.61,-0.43,-0.49,-0.54,-0.28,-0.39
2023,33,438,,,,,,3.63,23.22,0.812,0.34,0.32,,,,,-0.5,,,,,,-0.33,-0.6,-0.86,-0.2,-0.43,,,,,0.4,-0.08,0.42
2023,21,556,,,,,,3.8,23.31,1.19,0.984,0.703,69.4,23.37,9.17,13,0.87,,,,,,-0.18,-0.57,1,3.23,1.48,-1.62,0.77,-0.05,1.75,-1.07,-0.89,-1.27
2023,27,390,,,,,,,,,,,70.6,18.29,8.15,9.44,-1.06,,,,,,,,,,,-1.35,-0.98,-0.67,-0.11,-0.17,0.15,0.24
2023,18,546,,,,,,6.22,20.91,1.082,0.122,0.323,76.1,20.71,10.39,10.38,0.76,,,,,,2,-1.54,0.47,-1.36,-0.42,-0.13,-0.14,0.69,0.38,0.15,-0.22,-0.45
2023,34,662.5,,,,,,,,,,,75.7,19.77,8.87,7.79,2.11,,,,,,,,,,,-0.22,-0.47,-0.24,-0.97,-0.07,-0.37,0.15
2023,28,446,,,,,,6.49,18.62,0.974,0.255,0.388,69.9,22.3,7.99,7.15,-0.41,,,,,,2.24,-2.48,-0.06,-0.65,-0.09,-1.51,0.4,-0.77,-1.3,-0.61,-0.18,-0.68
2023,36,,,,,,,3.47,24.87,1.196,0.643,0.567,71.8,22.75,12.86,11.41,,,,,,,-0.48,0.07,1.03,1.41,0.8,-1.09,0.56,2.19,0.92,-0.47,-0.36,-0.53
2023,8,514,,,,,,,,,,,80.5,29.19,10.82,11.65,0.38,,,,,,,,,,,0.84,2.78,0.95,1.04,-0.34,-0.5,-0.91
2023,35,,,,,,,4.35,23.52,0.977,0.377,0.605,80.7,22.1,11.11,10.53,,,,,,,0.32,-0.48,-0.05,0,0.99,0.88,0.34,1.13,0.46,-0.27,-0.49,-0.02
2023,29,494.5,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,-0.03,0.61,0.81
2023,12,453,,,,,,4.27,22.87,1.091,0.269,0.274,74,20.1,8.24,8.52,-0.33,,,,,,0.24,-0.75,0.51,-0.58,-0.66,-0.6,-0.35,-0.62,-0.59,-0.14,-0.4,0.27
2023,25,360.5,,,,,,2.65,21.17,0.815,,0.445,73.7,21.84,8.68,8.76,-1.4,,,,,,-1.21,-1.44,-0.85,,0.19,-0.67,0.25,-0.35,-0.46,0.21,-0.26,-0.45
2023,1,406,,,,,,4.45,22.38,0.785,0.355,0.143,,,,,-0.87,,,,,,0.41,-0.95,-0.99,-0.12,-1.32,,,,,-0.41,-0.65,-0.25
2023,14,521.5,,,,,,4.16,22.92,0.627,0.026,0.103,79.7,19.13,11.07,9.47,0.47,,,,,,0.14,-0.73,-1.77,-1.87,-1.52,0.66,-0.69,1.1,-0.09,-0.87,-0.56,-0.68
2023,19,362,,,,,,4.99,21.49,0.911,0.458,0.58,74.4,19.08,8.04,10.57,-1.39,,,,,,0.89,-1.31,-0.37,0.43,0.87,-0.51,-0.7,-0.74,0.48,-0.52,-0.83,-1.14
2023,10,386.5,,,,,,3.31,23.06,1.241,0.633,0.842,78.5,21.48,12.93,10.44,-1.1,,,,,,-0.62,-0.67,1.25,1.36,2.18,0.4,0.12,2.24,0.41,-0.81,-0.79,-1.08
2023,38,523,,,,,,6.08,20.46,1.298,0.316,0.373,77.9,17.3,8.66,7.91,0.49,,,,,,1.87,-1.73,1.53,-0.33,-0.17,0.26,-1.32,-0.36,-0.91,-0.49,-0.32,-0.78
2023,43,,29.3,0.76,1906,456,0.71,,,,,,,,,,,-1.78,-1.05,-1.23,0.76,0.74,,,,,,,,,,0.52,0.49,-0.15
2023,39,,37,0.95,2808,390,0.57,,,,,,,,,,,0.14,0.11,0.77,-0.27,-0.48,,,,,,,,,,0.13,-0.03,-0.08
2023,4,,37.6,1.02,2355,366,0.55,,,,,,,,,,,0.29,0.55,-0.24,-0.64,-0.65,,,,,,,,,,-1.03,-0.56,-1.42
2023,20,,39.8,1.49,,280,0.36,,,,,,,,,,,0.84,3.43,,-1.99,-2.31,,,,,,,,,,-0.44,-0.72,-0.09
2023,34,,41.5,1.07,3114,382,0.62,,,,,,,,,,,1.26,0.85,1.45,-0.39,-0.04,,,,,,,,,,-0.14,-0.34,0.45
2023,31,,42.7,0.84,2436,490,0.75,,,,,,,,,,,1.56,-0.56,-0.06,1.29,1.09,,,,,,,,,,-0.48,0.16,-0.57
2023,2,,38,,2228,350,0.52,,,,,,,,,,,0.39,,-0.52,-0.89,-0.91,,,,,,,,,,-0.95,-0.82,-1.33
2023,19,,30.9,1.03,2132,348,0.69,,,,,,,,,,,-1.38,0.61,-0.73,-0.92,0.57,,,,,,,,,,-0.7,-0.82,-1.11
2023,32,,40.8,0.94,3043,424,0.59,,,,,,,,,,,1.09,0.05,1.29,0.26,-0.3,,,,,,,,,,-0.57,-0.22,-0.39
2023,38,,39.7,0.99,2552,378,0.59,,,,,,,,,,,0.82,0.36,0.2,-0.46,-0.3,,,,,,,,,,-0.65,-0.27,-0.65
2023,36,,36.2,1.2,2471,304,0.47,,,,,,,,,,,-0.06,1.65,0.02,-1.61,-1.35,,,,,,,,,,-0.63,-0.37,-0.53
2023,10,386,35.4,1.13,3164,330,0.46,,,,,,,,,,-1.11,-0.26,1.22,1.56,-1.21,-1.44,,,,,,,,,,-0.97,-0.87,-1.16
2023,33,,36.6,0.92,1929,388,0.61,,,,,,,,,,,0.04,-0.07,-1.18,-0.3,-0.13,,,,,,,,,,0.36,0.08,0.75
2023,26,,39.8,0.78,2206,524,0.8,,,,,,,,,,,0.84,-0.93,-0.57,1.82,1.53,,,,,,,,,,1.38,0.74,1.04
2023,14,,41.1,0.99,2409,398,0.57,,,,,,,,,,,1.17,0.36,-0.12,-0.15,-0.48,,,,,,,,,,-1.02,-0.54,-0.93
2023,12,,38.1,0.93,2182,428,0.59,,,,,,,,,,,0.42,-0.01,-0.62,0.32,-0.3,,,,,,,,,,-0.27,-0.46,0.35
2023,7,550,33.3,0.89,2103,378,0.59,,,,,,,,,,0.8,-0.78,-0.25,-0.79,-0.46,-0.3,,,,,,,,,,-0.18,-0.05,-0.69
2023,42,530,40.5,0.92,1741,414,0.64,,,,,,,,,,0.57,1.02,-0.07,-1.6,0.1,0.13,,,,,,,,,,0.51,-0.07,0.53
2023,22,,31.4,,2118,430,0.7,,,,,,,,,,,-1.25,,-0.76,0.35,0.66,,,,,,,,,,-0.71,-0.3,-0.66
2023,29,466.5,49.2,1.05,,410,0.77,,,,,,,,,,-0.17,3.18,0.73,,0.04,1.27,,,,,,,,,,-0.05,0.57,0.26
2023,28,,35.9,0.88,2500,404,0.65,,,,,,,,,,,-0.13,-0.32,0.09,-0.05,0.22,,,,,,,,,,-0.73,-0.26,-0.68
2023,40,255.5,38.1,0.8,1982,448,0.71,,,,,,,,,,-2.63,0.42,-0.81,-1.06,0.63,0.74,,,,,,,,,,-0.05,0.6,0.19
2023,41,,27.5,0.85,1898,406,0.65,,,,,,,,,,,-2.23,-0.5,-1.25,-0.02,0.22,,,,,,,,,,0.26,0.39,-0.01
2023,35,,41.8,1.36,3188,296,0.39,,,,,,,,,,,1.34,2.63,1.61,-1.74,-2.05,,,,,,,,,,-0.23,-0.41,-0.43
2023,23,,40.5,0.83,2664,460,0.72,,,,,,,,,,,1.02,-0.62,0.45,0.82,0.83,,,,,,,,,,-0.17,-0.42,-0.17
2023,17,,43.2,1.13,2727,380,0.54,,,,,,,,,,,1.69,1.22,0.59,-0.43,-0.74,,,,,,,,,,-0.63,-0.74,-0.48
2023,6,,41.5,1.09,2898,362,0.54,,,,,,,,,,,1.26,0.98,0.97,-0.71,-0.74,,,,,,,,,,0.02,-0.29,-0.09
2023,8,,34.8,0.76,1309,466,0.72,,,,,,,,,,,-0.41,-1.05,-2.55,0.92,0.83,,,,,,,,,,-0.48,-0.47,-0.96
2023,37,,36.8,1.27,3405,294,0.53,,,,,,,,,,,0.09,2.08,2.09,-1.77,-0.83,,,,,,,,,,-0.56,-0.38,-0.58
2023,18,,39,0.97,2701,408,0.59,,,,,,,,,,,0.64,0.24,0.53,0.01,-0.3,,,,,,,,,,0.21,-0.06,-0.19
2023,21,,35.2,1.08,2565,324,0.56,,,,,,,,,,,-0.31,0.91,0.23,-1.3,-0.57,,,,,,,,,,-1.27,-0.9,-1.41
2023,27,505.5,39,0.83,2655,466,0.67,,,,,,,,,,0.28,0.64,-0.62,0.43,0.92,0.39,,,,,,,,,,-0.39,0.06,0.55
2023,9,515.5,37.2,0.93,2549,420,0.62,,,,,,,,,,0.4,0.19,-0.01,0.19,0.2,-0.04,,,,,,,,,,-1.03,-0.67,-1.21
2023,49,,28.1,0.6,2898,522,0.85,,,,,,,,,,,-2.08,-2.04,0.97,1.79,1.96,,,,,,,,,,2.22,3.17,-0.14
2023,11,,41.6,0.98,2951,404,0.61,,,,,,,,,,,1.29,0.3,1.09,-0.05,-0.13,,,,,,,,,,-0.62,-0.33,-0.72
2023,24,,36.3,0.97,2974,394,0.53,,,,,,,,,,,-0.03,0.24,1.14,-0.21,-0.83,,,,,,,,,,-0.46,-0.7,-0.54
2023,1,,34.2,,,260,0.35,,,,,,,,,,,-0.56,,,-2.3,-2.4,,,,,,,,,,-0.44,-0.62,-0.36
2024,4,499,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,0.49,0.04,0.09
2024,2,435,,,,,,,,,,,,,,,-0.51,,,,,,,,,,,,,,,0.83,-0.25,-0.41
2024,49,494.5,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,-1.34,-0.81,0.06
2024,26,436.5,,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,-0.35,-0.33,-0.16
2024,44,502,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,-1.77,-0.95,-1.07
2024,42,547.5,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,0.91,0.11,0.1
2024,46,392,,,,,,,,,,,,,,,-1.06,,,,,,,,,,,,,,,-0.74,-0.23,-0.53
2024,11,398.5,,,,,,,,,,,,,,,-0.98,,,,,,,,,,,,,,,0.83,0.96,0.44
2024,28,418.5,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,0.74,-0.06,-0.08
2024,17,483.5,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,-0.55,-0.36,-0.17
2024,8,568.5,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,0.83,0.04,-0.17
2024,31,445.5,,,,,,,,,,,,,,,-0.38,,,,,,,,,,,,,,,0.83,0.33,0.65
2024,40,309,,,,,,,,,,,,,,,-2.13,,,,,,,,,,,,,,,1.11,0.15,-0.13
2024,29,352,,,,,,,,,,,,,,,-1.58,,,,,,,,,,,,,,,0.05,0.81,0.1
2024,7,546,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,1.06,1.02,1.38
2024,9,532,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,0.66,-0.28,-0.22
2024,10,448.5,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,1.08,-0.15,0.08
2024,27,365,,,,,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,0.67,0.17,-0.31
2024,19,348,,,,,,,,,,,,,,,-1.63,,,,,,,,,,,,,,,0.57,-0.06,0.03
2024,4,529,40.6,1.08,2359,358,0.56,6.61,20.85,1.076,0.335,0.488,,,,,0.69,0.34,1.21,0.03,-1.13,-1.05,1.56,-1.6,0.87,-0.19,0.67,,,,,-0.28,-0.08,-0.51
2024,28,402,36.4,0.77,2204,470,0.8,6.34,21.28,0.898,0.308,0.579,,,,,-0.94,-0.58,-0.76,-0.3,0.38,0.89,1.38,-1.44,-0.06,-0.33,1.15,,,,,-0.19,0.16,-0.2
2024,6,581,40.1,1.27,3722,310,0.51,2.23,25.5,0.979,0.576,0.731,,,,,1.36,0.23,2.42,2.94,-1.78,-1.45,-1.34,0.13,0.36,1.07,1.96,,,,,0.02,0.14,-0.35
2024,11,404,,,,,,,,,,,,,,,-0.91,,,,,,,,,,,,,,,-0.72,0.18,-0.61
2024,23,665,42.4,0.86,3271,462,0.67,6.16,19.37,0.87,0.156,0.236,,,,,2.43,0.73,-0.19,1.98,0.27,-0.16,1.26,-2.15,-0.21,-1.13,-0.68,,,,,-1.02,-0.34,-0.98
