Season,ID,GH,tm_CV_SMF1,nsteps_CV_SMF1,mu.vel_CV_SMF1,pl.up_CV_SMF1,pl.fwd_CV_SMF1,pl.side_CV_SMF1
2024,16,66,2.38,8,26.65,1.71,1.11,1.2
2024,49,66,4.85,17,22.45,2.45,1.46,1.07
2024,2,66,4.79,17,25.15,3.17,1.79,2.34
2024,28,66,4.73,16,24.26,2.47,1.19,1.71
2024,16,66,4.49,14,23.65,2.5,1.66,1.3
2024,13,66,4.46,16,25.18,2.36,1.54,1.38
2024,8,66,4.43,16,24.96,3.02,1.64,1.53
2024,18,66,4.34,15,25.25,2.32,1.09,1
2024,11,66,3.99,14,26.06,2.92,1.36,1.53
2024,26,66,3.78,13,26.54,1.68,1.29,1.2
2024,7,66,3.53,13,25.62,1.77,0.99,0.75
2024,22,66,3.48,13,26.24,1.92,1.12,1.01
2024,44,66,3.42,13,25.97,2.38,0.86,0.91
2024,19,66,3.39,11,25.53,2.39,1.35,0.99
2024,4,66,1.97,7,28.11,1.92,1.03,1.11
2024,40,66,3.37,12,25.32,3.3,2.12,1.55
2024,17,66,3.33,11,25.72,1.62,1.09,1.01
2024,1,66,3.32,12,26.82,2.16,0.97,1.03
2024,42,66,3.3,11,27.15,1.85,0.94,0.83
2024,38,66,3.3,12,25.88,2.81,1.53,1.36
2024,10,66,3.17,12,26.13,3.09,1.14,1.44
2024,23,66,3.16,12,27.52,2.35,0.97,1.56
2024,24,66,3.16,11,25.62,1.96,0.96,0.96
2024,15,66,3.04,11,24.51,3.02,1.34,1.2
2024,31,66,2.95,11,27.28,2.28,1.22,1.25
2024,6,66,2.91,10,26.58,1.63,0.94,0.89
2024,36,66,2.87,11,27.21,2.17,0.78,0.96
2024,9,66,2.61,10,27.73,1.43,0.82,0.91
2024,21,66,1.75,7,28.48,1.4,0.82,0.93
2024,41,66,2.55,9,25.58,1.85,0.75,1.12
2024,37,66,2.71,10,25.27,1.14,0.87,0.81
2024,32,66,2.46,9,26.68,1.41,0.82,0.72
2024,27,66,2.34,8,27.31,1.93,0.98,0.97
2024,14,66,2.29,8,27.68,1.22,0.79,0.78
2024,47,66,2.23,8,27.18,1.67,0.82,0.76
2024,35,66,2.19,9,29.48,1.7,1.19,1.06
2024,46,66,2.03,8,27.1,1.99,0.74,0.84
2024,25,66,2.35,7,20.29,1.01,0.57,0.64
2024,49,66,6.89,20,17.84,3.05,1.77,1.19
2024,40,66,6.11,17,18.43,2.05,1.16,1.03
2024,31,66,6.04,19,19.87,2.5,1.66,1.41
2024,23,66,5.93,17,17.26,2.55,1.08,1.18
2024,12,66,5.69,20,22.15,2.6,1.33,1.2
2024,10,66,5.33,15,18.1,2.16,1.15,1.19
2024,17,66,5.13,16,20.57,2.05,1.23,1.29
2024,24,66,5.13,15,18.96,2.23,1.36,0.9
2024,2,66,5.09,15,20.15,2.11,1.17,1.11
2024,28,66,4.95,14,21.02,2.1,1.12,1.47
2024,4,66,4.94,16,20.79,1.93,1.04,1.02
2024,8,66,4.77,15,20.97,2.26,1.1,1.15
2024,42,66,4.73,13,20.65,1.62,1.27,0.96
2024,46,66,4.68,16,20.75,3.11,0.86,1.14
2024,47,66,1.79,7,26.46,1.38,0.59,0.59
2024,13,66,4.47,15,21.41,1.89,1.22,1.02
2024,1,66,4.24,12,21.33,1.86,1.03,0.87
2024,27,66,4.11,13,21.82,2.03,1.11,0.82
2024,16,66,4.08,14,21.94,1.92,1.26,0.98
2024,9,66,3.94,13,21.29,1.64,0.8,0.9
2024,7,66,3.78,13,22.02,1.49,0.75,0.69
2024,35,66,3.65,13,23.55,2.01,1.51,1.36
2024,14,66,3.5,11,23.13,1.29,0.88,0.64
2024,33,66,3.46,14,22.4,1.66,1.16,0.89
2024,44,66,3.2,12,24.1,1.74,0.65,0.73
2024,19,66,3,10,23.36,1.49,0.78,0.87
2024,21,66,2.83,9,22.02,1.39,1.16,0.89
2024,5,66,2.79,10,24.32,1.25,0.68,0.58
2024,15,66,2.78,9,23.2,1.64,0.72,0.62
2024,11,66,2.7,9,25.02,1.52,0.7,0.85
2024,22,66,2.87,9,23.85,1.55,0.99,0.93
2024,6,66,3.34,11,23.79,1.75,0.95,0.75
2024,37,66,2.82,10,23.11,1.1,0.67,0.57
2024,18,66,7.34,21,18.86,3.14,1.61,1.39
2024,25,66,4.21,13,20.24,1.89,1.01,1.17
2024,36,66,3.86,14,23.86,2.19,1.02,1.23
2024,41,66,6.51,22,19.01,3.15,1.47,1.62
2024,27,64.5,2.64,10,29.35,2.66,1.73,1.92
2024,15,64.5,2.56,10,28.32,3.04,1.47,2.04
2024,35,64.5,2.56,11,29.9,2.05,1.64,1.67
2024,22,64.5,2.29,9,28.8,1.92,1.04,1.17
2024,6,64.5,3.62,13,27.78,2.48,1.43,1.63
2024,14,64.5,1.95,7,27.8,1.28,0.71,0.82
2024,42,64.5,1.52,6,30.73,1.23,0.77,1.03
2024,7,64.5,2.52,10,27.97,2.26,0.96,1.06
2024,29,64.5,1.83,7,26.02,1.27,0.56,0.89
2024,40,64.5,2.93,10,25.29,2.18,0.81,1.05
2024,37,64.5,2.46,9,25.84,1.61,1.03,0.93
2024,12,64.5,3.51,13,27.09,3.24,1.34,1.46
2024,28,64.5,3.21,12,26.55,2.07,1.06,1.54
2024,44,64.5,2.26,9,28.6,1.87,0.74,0.85
2024,18,64.5,1.96,7,27.96,1.35,0.66,0.75
2024,2,64.5,2.39,9,27.31,1.87,1.14,1.35
2024,10,64.5,2.21,9,29.61,3.34,1.26,1.8
2024,4,64.5,2.18,8,28.78,1.94,0.96,1.25
2024,25,64.5,3.18,11,24.08,1.37,0.77,1.06
2024,19,64.5,3,11,29.36,2.74,1.95,1.63
2024,36,64.5,3.7,13,25.72,2.89,0.99,1.46
2024,23,64.5,2.91,9,22.71,1.47,0.7,0.88
2024,5,64.5,4.14,15,26.97,2.65,1.31,1.3
2024,41,64.5,2.52,10,26.99,2.11,1,1.36
2024,32,64.5,5.24,16,22.23,2.34,1.53,1.33
2024,17,64.5,2.08,7,27.49,1.26,0.99,1.01
2024,26,64.5,3.23,12,28.55,2.24,1.7,1.67
2024,24,64.5,2.45,10,27.36,2.01,0.96,1.04
2024,49,64.5,3.82,13,24.22,3.18,1.29,1.62
2024,8,64.5,2.24,8,28.31,1.53,1.25,1.3
2024,21,64.5,1.89,8,29.14,1.88,0.96,0.86
2024,13,64.5,1.84,8,29.94,1.61,0.71,1.14
2024,1,64.5,1.92,8,27.8,1.47,0.99,0.74
2024,31,64.5,2.05,8,29.71,2.06,0.9,1.33
2024,9,64.5,2.25,9,27.41,1.58,0.86,1.25
2024,11,64.5,2.42,9,28.37,2.1,1.13,1.38
2024,16,64.5,1.8,6,28.16,1.54,0.78,0.82
