Season,Week,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mn,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2023,13,30,416,38.13,1.03,2495.4,0.366,0.496,3.27,26.58,0.891,0.121,0.134,74,19.8,6.38,6.07,-0.76,0.42,0.63,0.08,-0.64,-0.65,-0.65,0.76,-0.27,-1.22,-1.25,-0.6,-0.46,-1.75,-1.87,1.03,0.79,0.57
2023,13,3,454,33.53,0.91,2386.6,0.38,0.528,3.98,24.71,1.334,0.552,0.765,74.1,18.97,10.03,9.23,-0.32,-0.73,-0.11,-0.16,-0.42,-0.33,-0.02,0,1.93,1.12,1.97,-0.58,-0.74,0.47,-0.22,0.97,0.67,0.28
2023,13,4,498,33.74,0.92,2220.6,0.386,0.56,3.99,25.27,0.921,0.425,0.399,74.6,16.8,8.08,7.33,0.2,-0.68,-0.05,-0.54,-0.33,0,-0.01,0.23,-0.13,0.43,0.1,-0.47,-1.49,-0.72,-1.21,0.96,0.55,1.58
2023,13,39,470.5,35.18,0.98,2695.4,0.356,0.532,4.03,25.09,0.821,0.249,0.464,79.2,21.66,8.99,9.58,-0.12,-0.32,0.32,0.54,-0.8,-0.29,0.03,0.16,-0.62,-0.52,0.43,0.55,0.18,-0.16,-0.04,1.04,0.56,1.39
2023,13,5,542,35.74,1.02,2424.6,0.354,0.482,2.77,26.57,0.857,0.3,0.428,73.7,23.87,6.91,8.97,0.71,-0.18,0.57,-0.08,-0.83,-0.79,-1.1,0.76,-0.44,-0.25,0.25,-0.67,0.95,-1.43,-0.35,1.01,0.2,0.69
2023,13,15,587,37.77,0.64,2559.6,0.542,0.854,3.35,25.21,1.555,0.691,0.837,80.9,17.38,7.63,7.53,1.23,0.33,-1.79,0.23,2.12,2.94,-0.58,0.21,3.03,1.88,2.33,0.93,-1.29,-0.99,-1.11,0.11,-0.39,-0.95
2023,13,29,438,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,1.02,1.35,1.56
2023,13,26,375.5,,,,,,,,,,,,,,,-1.23,,,,,,,,,,,,,,,-0.12,0.37,-0.49
2023,13,41,408.5,27.98,0.7,1759.6,0.478,0.64,3.21,23.88,1.026,0.349,0.731,77.5,27.25,10.73,13.18,-0.85,-2.12,-1.42,-1.58,1.11,0.8,-0.71,-0.34,0.4,0.02,1.79,0.17,2.11,0.9,1.84,1.29,1.22,3.16
2023,13,36,,32.49,1.12,2412.6,0.302,0.434,3.63,27.07,1.078,0.628,0.399,73.8,22.18,11.76,10.64,,-0.99,1.19,-0.1,-1.65,-1.27,-0.33,0.96,0.65,1.53,0.1,-0.64,0.36,1.52,0.52,1.11,0.43,1.09
2023,13,34,641,37.95,0.97,2786.6,0.406,0.538,2.1,28.81,0.866,0.121,,74.6,19.04,9.62,8.06,1.86,0.37,0.26,0.74,-0.01,-0.22,-1.71,1.67,-0.4,-1.22,,-0.47,-0.72,0.22,-0.83,1.1,0.45,1.67
2023,13,24,474,33.91,1.05,3007.6,0.358,0.468,2.52,26.71,0.883,0.306,0.423,74.1,19.86,10.63,11.15,-0.08,-0.63,0.76,1.24,-0.77,-0.93,-1.33,0.82,-0.31,-0.21,0.22,-0.58,-0.44,0.84,0.78,1.09,0.72,0.99
2023,13,12,466,33.42,0.92,2051.6,0.412,0.534,3.27,25.83,1.104,0.249,0.156,73.5,21.14,8.95,8.03,-0.18,-0.76,-0.05,-0.92,0.08,-0.27,-0.65,0.46,0.78,-0.52,-1.14,-0.71,0.01,-0.19,-0.84,1.08,0.65,1.27
2023,13,28,382.5,35.08,0.64,2061.4,,,5.64,21.89,0.801,0.079,0.271,71.5,19.71,7.93,6.81,-1.15,-0.34,-1.79,-0.9,,,1.47,-1.15,-0.72,-1.45,-0.56,-1.15,-0.49,-0.81,-1.48,0.85,0.44,-0.18
2023,13,18,501.5,35.16,0.83,2519.6,0.464,0.612,4.41,24.8,0.939,0.036,0.358,74.6,22.24,9.93,10.38,0.24,-0.32,-0.61,0.14,0.9,0.52,0.37,0.04,-0.04,-1.68,-0.11,-0.47,0.38,0.41,0.38,1.64,0.93,0.86
2023,13,2,486.5,34.4,0.82,2018.4,0.448,0.606,4.86,23.51,0.884,0.448,0.517,74.7,18.71,8.02,7.73,0.06,-0.51,-0.67,-0.99,0.64,0.46,0.77,-0.49,-0.31,0.56,0.7,-0.44,-0.83,-0.75,-1,0.89,0.45,0.64
2023,13,7,558,30.43,0.81,2107.6,0.378,0.548,,,,,,,18.76,10.51,8.12,0.9,-1.5,-0.74,-0.79,-0.45,-0.12,,,,,,,-0.81,0.76,-0.8,1.27,0.69,0.13
2023,13,42,564,35.18,0.91,1803.6,0.396,0.574,2.24,29.07,0.695,0.383,0.072,76.7,19.98,9.42,8.46,0.97,-0.32,-0.11,-1.48,-0.17,0.14,-1.58,1.78,-1.25,0.2,-1.57,0,-0.39,0.1,-0.62,0.83,0.34,0.92
2023,13,21,582,33.35,1.04,2395.4,0.342,0.476,2.71,25.76,1.167,0.732,0.772,,25.73,11.23,14.02,1.17,-0.77,0.7,-0.14,-1.02,-0.85,-1.16,0.43,1.1,2.1,2,,1.59,1.2,2.28,1.14,0.81,1.22
2023,13,9,521,34.63,0.89,2628.6,0.42,0.568,4.13,25.93,0.657,0.18,0.395,71.5,21.75,10.01,9.02,0.46,-0.45,-0.24,0.38,0.2,0.08,0.12,0.5,-1.44,-0.9,0.08,-1.15,0.22,0.46,-0.33,0.66,0.29,-0.1
2023,13,31,487.5,41.13,0.77,2254.6,0.534,0.724,3.93,24.74,0.959,0.225,0.255,77.9,21.37,8.24,7.55,0.07,1.17,-0.98,-0.46,1.99,1.64,-0.06,0.01,0.06,-0.65,-0.64,0.26,0.08,-0.62,-1.09,1.35,0.99,0.88
2023,13,38,483,37.59,1.01,2567.6,0.366,0.532,2.92,27.33,1.1,0.383,0.325,78.4,18.77,8.46,8.96,0.02,0.28,0.51,0.25,-0.64,-0.29,-0.97,1.07,0.76,0.2,-0.28,0.37,-0.81,-0.49,-0.36,0.74,0.4,0.62
2023,13,25,458.5,26.46,0.71,2224.4,0.442,0.626,4.74,20.57,0.878,0.342,0.363,,,,,-0.26,-2.5,-1.36,-0.53,0.55,0.66,0.67,-1.68,-0.34,-0.02,-0.09,,,,,1.04,0.25,-0.3
2023,13,14,527,33.14,0.94,2415.6,0.442,0.594,2.91,26.38,0.781,0.26,0.194,80.7,17.55,9.17,8.86,0.53,-0.83,0.07,-0.1,0.55,0.34,-0.98,0.68,-0.82,-0.46,-0.95,0.88,-1.23,-0.05,-0.41,0.73,0.02,-0.51
2023,13,6,636,38.88,1.1,2859.4,0.348,0.48,1.85,28.69,0.699,0.187,0.109,80.5,23.51,9,8.96,1.8,0.61,1.07,0.91,-0.92,-0.81,-1.93,1.62,-1.23,-0.86,-1.38,0.84,0.82,-0.16,-0.36,0.86,1.38,1.79
2023,13,13,448,,,,,,,,,,,,,,,-0.39,,,,,,,,,,,,,,,0.64,0.17,0.39
2023,13,22,467,28.43,0.72,2060.6,0.48,0.682,3.41,27.17,0.808,0.137,0.307,66.7,22.85,9.86,9.18,-0.16,-2,-1.3,-0.9,1.15,1.22,-0.53,1,-0.69,-1.13,-0.37,-2.21,0.59,0.37,-0.24,1.03,1.15,1.54
2023,13,8,489.5,36.22,0.78,1671.4,0.448,0.604,5.11,23.48,1.083,0.251,0.393,73,30.51,10.32,10.7,0.1,-0.06,-0.92,-1.78,0.64,0.44,1,-0.5,0.68,-0.51,0.07,-0.82,3.23,0.65,0.55,1.7,1.03,0.76
2023,13,17,509,39.09,1.32,3203.6,0.322,0.412,4.05,24.8,0.61,0.429,0.717,78.5,21.83,10.27,12.68,0.32,0.66,2.44,1.68,-1.33,-1.49,0.05,0.04,-1.67,0.45,1.72,0.4,0.24,0.62,1.58,0.72,0.81,0.86
2023,13,23,600,38.53,0.76,2483.6,0.5,0.706,4.43,25.33,0.586,0.097,0.265,77,16.11,6.29,7.59,1.38,0.52,-1.05,0.06,1.46,1.46,0.39,0.25,-1.79,-1.35,-0.59,0.06,-1.73,-1.81,-1.07,1.73,1.46,1.12
2023,13,19,274.5,32.84,0.91,2126.6,0.41,0.554,2.95,28.32,0.945,0.415,0.399,68.7,18.26,6.97,10.61,-2.41,-0.9,-0.11,-0.75,0.05,-0.06,-0.94,1.47,-0.01,0.38,0.1,-1.77,-0.99,-1.39,0.5,0.86,0.25,0.91
2023,13,27,521.5,38.65,0.72,2262.4,0.53,0.752,2.67,27.73,1.031,0.495,0.388,67.2,19.1,9.62,8.37,0.47,0.55,-1.3,-0.44,1.93,1.92,-1.19,1.23,0.42,0.81,0.04,-2.1,-0.7,0.22,-0.67,0.08,0.19,0.12
2023,13,35,478.5,37.57,1.3,2912.6,0.296,0.388,3.12,26.77,0.859,0.534,0.467,77.7,23.64,11.51,9,-0.03,0.28,2.31,1.03,-1.74,-1.73,-0.79,0.84,-0.43,1.02,0.45,0.22,0.87,1.37,-0.34,1,0.52,1.75
2023,13,40,318,30.46,0.75,1876.6,0.432,0.604,3.22,26.65,0.984,0.385,0.395,74.9,21,10.12,9.9,-1.9,-1.5,-1.11,-1.32,0.39,0.44,-0.7,0.79,0.19,0.21,0.08,-0.4,-0.04,0.53,0.13,1.38,0.41,1.72
2023,13,16,523.5,35.85,1.13,2913.6,0.316,0.426,2.74,26.65,1.14,0.301,0.45,75.7,21.6,8.69,10.42,0.49,-0.15,1.26,1.03,-1.43,-1.35,-1.13,0.79,0.96,-0.24,0.36,-0.22,0.16,-0.35,0.4,0.96,0.59,0.77
2023,13,11,,35.44,0.77,2534.6,0.508,0.686,5.66,23.33,1.036,0.268,0.133,77.6,22.32,9.82,8.57,,-0.25,-0.98,0.17,1.59,1.26,1.49,-0.56,0.45,-0.42,-1.26,0.2,0.41,0.34,-0.56,0.89,0.64,0.44
2023,13,37,447,31.04,1.12,3237.6,0.338,0.438,2.74,25.95,0.769,0.097,0.176,71.8,18.57,7.4,7.59,-0.4,-1.35,1.19,1.76,-1.08,-1.23,-1.13,0.51,-0.88,-1.35,-1.04,-1.09,-0.88,-1.13,-1.07,0.67,0.01,0.07
2023,13,10,398,,1.01,2853.6,0.332,0.45,2.53,28.38,1.336,0.706,0.671,76.5,22.41,13.15,10.46,-0.97,,0.51,0.89,-1.18,-1.11,-1.32,1.5,1.94,1.96,1.49,-0.05,0.44,2.37,0.42,0.71,0.36,-0.23
2023,13,1,380.5,30.88,1.23,,0.286,0.376,3.82,26.64,0.649,,0.156,,22.9,8.48,7.68,-1.17,-1.39,1.88,,-1.9,-1.85,-0.16,0.79,-1.48,,-1.14,,0.61,-0.47,-1.03,0.97,0.67,1.07
2023,13,33,441.5,,,,,,3.71,25.11,0.853,0.181,0.218,80.2,23.05,9.28,8.1,-0.46,,,,,,-0.26,0.17,-0.46,-0.89,-0.83,0.77,0.66,0.01,-0.81,0.7,0.74,1.09
2023,13,4,452,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,1.18,0.97,0.97
2023,13,30,396.5,,,,,,,,,,,,,,,-0.98,,,,,,,,,,,,,,,1.42,1.47,1.63
2023,13,9,535,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,0.86,0.38,-0.43
2023,13,34,578,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,1.36,0.78,2.12
2023,13,22,454.5,,,,,,,,,,,,,,,-0.31,,,,,,,,,,,,,,,1.17,1.38,0.88
2023,13,8,489,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,2.13,1.6,0.44
2023,13,42,543,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,1.13,0.54,1.64
2023,13,31,524,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.47,1.07,1.35
2023,13,49,467.5,,,,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,-0.49,-0.4,-0.14
2023,13,1,401,,,,,,,,,,,,,,,-0.93,,,,,,,,,,,,,,,1.08,0.95,1.18
2023,13,16,497.5,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,1.21,0.92,1.81
2023,13,19,307,,,,,,,,,,,,,,,-2.03,,,,,,,,,,,,,,,1.14,0.53,1.21
2023,13,30,431.5,,,,,,,,,,,,,,,-0.58,,,,,,,,,,,,,,,1.56,1.24,0.94
2023,13,20,584,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,1.49,1.19,1.19
2023,13,43,560,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,0.89,0.44,0.35
2023,13,4,515.5,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,1.15,0.6,0.36
2023,13,39,456,,,,,,,,,,,,,,,-0.29,,,,,,,,,,,,,,,1.45,1.78,0.94
2023,13,3,490,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,1.18,0.72,0.33
2023,13,16,504,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,1.29,0.73,1.69
2023,13,41,430,,,,,,,,,,,,,,,-0.59,,,,,,,,,,,,,,,1.75,1.46,0.72
2023,13,40,309,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,1.56,0.81,1.88
2023,13,34,653,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1.44,0.67,1.71
2023,13,12,442.5,,,,,,,,,,,,,,,-0.45,,,,,,,,,,,,,,,1.35,0.78,1.36
2023,13,37,439,,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,0.92,0.05,0.32
2023,13,10,422,,,,,,,,,,,,,,,-0.69,,,,,,,,,,,,,,,0.98,0.42,0.11
2023,13,28,418,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,-0.06,-0.2,-0.74
2023,13,2,381,,,,,,,,,,,,,,,-1.17,,,,,,,,,,,,,,,0.96,0.52,0.83
2023,13,35,503.5,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,1.08,0.25,0.79
2023,13,17,512.5,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,0.99,0.34,-0.07
2023,13,38,519,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,1.23,1.11,0.49
2023,13,9,566.5,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,0.87,0.07,-0.43
2023,13,25,449.5,,,,,,,,,,,,,,,-0.37,,,,,,,,,,,,,,,1.76,0.44,2.32
2023,13,26,422.5,,,,,,,,,,,,,,,-0.68,,,,,,,,,,,,,,,-0.15,0.36,0.57
2023,13,11,497.5,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,0.12,0.43,-0.03
2023,13,33,455,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,1.14,1.94,1.43
2023,13,24,487.5,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,1.36,0.82,1.28
2023,13,6,632,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,1.13,1.37,1.29
2023,13,5,534,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,1.19,0.37,1.42
2023,13,31,495,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,1.27,0.86,0.82
2023,13,7,538,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,0.03,-0.35,-0.74
2023,13,13,409,,,,,,,,,,,,,,,-0.84,,,,,,,,,,,,,,,0.7,0.08,0.32
2023,13,23,655.5,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,0.57,0.53,-0.17
2023,13,21,597.5,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,1.24,0.34,0.61
2023,13,29,412.5,,,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,0.63,1.19,-0.4
2023,13,42,553.5,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,0.98,0.16,1.05
2023,13,8,543,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,1.2,0.71,0.23
2023,13,49,446,,,,,,,,,,,,,,,-0.41,,,,,,,,,,,,,,,-0.13,-0.4,-0.14
2023,13,32,417.5,,,,,,,,,,,,,,,-0.74,,,,,,,,,,,,,,,0.11,-0.22,-0.45
2023,13,1,404.5,,,,,,,,,,,,,,,-0.89,,,,,,,,,,,,,,,0.24,0.56,0.77
2023,13,27,570,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,1.31,0.63,0.93
2023,13,15,604,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,0.9,0.5,0.06
2023,13,22,486.5,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,1.18,0.91,0.71
2023,14,14,567,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.91,0.31,0.39
2023,14,30,413.5,40.22,1.06,2658.8,0.376,0.498,2.98,24.82,0.796,0.169,,77.9,21.06,7.06,7.28,-0.79,0.94,0.82,0.45,-0.49,-0.63,-0.92,0.05,-0.75,-0.96,,0.26,-0.02,-1.34,-1.24,0.09,-0.25,-1.03
2023,14,4,574.5,33.62,0.89,2219.4,0.39,0.558,4.42,24.52,1.072,0.442,0.415,76.6,18.05,9.04,8.07,1.09,-0.71,-0.24,-0.54,-0.27,-0.02,0.38,-0.07,0.62,0.52,0.18,-0.02,-1.06,-0.13,-0.82,-0.57,-0.63,-0.87
2023,14,3,487.5,33.61,0.96,2388.8,0.374,0.502,6.74,19.15,1.256,0.418,0.507,71.6,19.14,9.14,9.66,0.07,-0.71,0.2,-0.16,-0.52,-0.59,2.46,-2.26,1.54,0.39,0.65,-1.13,-0.68,-0.07,0.01,-0.28,-0.57,-0.41
2023,14,43,550.5,26.96,0.67,1981.2,0.492,0.672,,,,,,78.7,17.41,10.72,10.22,0.81,-2.37,-1.61,-1.08,1.33,1.12,,,,,,0.44,-1.28,0.89,0.3,-0.93,-0.69,-0.98
2023,14,39,443,35.94,0.84,2945.4,,0.628,4.77,22.82,0.861,0.285,0.522,76.5,22.22,10.21,9.49,-0.44,-0.13,-0.55,1.1,,0.68,0.69,-0.77,-0.42,-0.33,0.73,-0.05,0.38,0.58,-0.08,0.16,-0.58,-1.1
2023,14,20,558.5,36.44,1.05,2982.8,0.398,0.502,5.09,24.46,0.752,0.122,,79.5,18.71,8.49,7.62,0.9,0,0.76,1.19,-0.14,-0.59,0.98,-0.1,-0.97,-1.21,,0.62,-0.83,-0.47,-1.06,0.12,-0.07,0.74
2023,14,9,558,36.21,0.89,2556.4,0.416,0.574,3.72,25.01,0.749,0.226,0.442,69.4,20.46,9.44,8.81,0.9,-0.06,-0.24,0.22,0.14,0.14,-0.25,0.12,-0.98,-0.65,0.32,-1.62,-0.23,0.11,-0.44,-0.54,-0.73,-1.6
2023,14,38,,35.7,0.96,2535.2,0.358,0.496,5.33,20.84,1.043,0.252,0.21,78.4,16.52,8.19,7.3,,-0.19,0.2,0.17,-0.77,-0.65,1.2,-1.57,0.48,-0.51,-0.87,0.37,-1.59,-0.65,-1.23,-0.33,-0.23,-1.2
2023,14,26,435.5,44.05,0.77,2198.6,0.518,0.74,,,,,,,,,,-0.53,1.9,-0.98,-0.59,1.74,1.8,,,,,,,,,,-0.58,-0.24,-0.26
2023,14,23,635,40.17,0.82,2585.8,0.456,0.646,4.8,22.6,0.692,0.079,0.366,80.1,18.73,6.58,8.08,1.79,0.93,-0.67,0.29,0.77,0.86,0.72,-0.86,-1.26,-1.45,-0.07,0.75,-0.82,-1.63,-0.82,-1.39,-1.31,-1.63
2023,14,25,351.5,28.67,0.71,2378.4,0.464,0.648,,,,,,75.8,22.21,9.77,10.27,-1.51,-1.94,-1.36,-0.18,0.9,0.88,,,,,,-0.2,0.37,0.31,0.32,0.57,-0.37,-0.45
2023,14,29,461.5,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,-1.29,-0.22,-0.83
2023,14,7,565,29.94,0.78,2069.4,0.418,0.604,,,,,,75,22.6,8.31,8.94,0.98,-1.63,-0.92,-0.88,0.17,0.44,,,,,,-0.38,0.51,-0.58,-0.37,-0.08,-0.18,-0.69
2023,14,40,217,32.69,0.69,1936.8,0.528,0.7,,,,,,77.4,24.59,10.27,10.97,-3.07,-0.94,-1.48,-1.18,1.9,1.4,,,,,,0.15,1.19,0.62,0.69,0.22,-0.45,-0.41
2023,14,17,534,40.09,1,2471.3,0.4,0.536,3.28,24.8,0.904,0.419,0.619,79.5,22.13,11.08,12.03,0.62,0.91,0.45,0.03,-0.11,-0.25,-0.65,0.04,-0.21,0.4,1.22,0.62,0.35,1.11,1.24,-0.14,-0.37,-0.85
2023,14,41,435,,,,,,,,,,,74.5,26.57,12.34,12.25,-0.54,,,,,,,,,,,-0.49,1.87,1.88,1.36,0.34,0.17,0.12
2023,14,14,574.5,38.24,0.91,2414.8,0.446,0.602,3.04,25.11,0.684,0.081,0.283,79.2,17.56,10.44,8.61,1.09,0.45,-0.11,-0.1,0.61,0.42,-0.86,0.17,-1.3,-1.44,-0.49,0.55,-1.23,0.72,-0.54,-0.51,-0.6,-0.85
2023,14,12,458.5,34.79,0.86,2014.8,0.442,0.59,4.41,23.63,0.979,0.147,0.019,75,20.2,9.28,7.48,-0.26,-0.41,-0.42,-1,0.55,0.3,0.37,-0.44,0.16,-1.08,-1.84,-0.38,-0.32,0.01,-1.13,0.12,-0.39,-0.9
2023,14,15,621,38.18,0.63,2536.3,0.556,0.848,6.65,18.88,1.272,0.546,0.745,83,18.02,7.37,9.66,1.63,0.43,-1.86,0.18,2.34,2.88,2.38,-2.37,1.62,1.09,1.86,1.39,-1.07,-1.15,0.01,0.11,-0.2,-1.16
2023,14,31,502,41.32,,2283.8,0.428,,2.9,24.9,0.842,0.325,0.268,75.5,19.41,8.24,6.5,0.24,1.22,,-0.39,0.33,,-0.99,0.08,-0.52,-0.11,-0.57,-0.27,-0.59,-0.62,-1.64,-0.28,-0.42,-1.44
2023,14,21,578,36.69,0.98,2312.8,0.362,0.516,2.94,25.33,1.119,0.584,0.73,,22.72,10.91,15.23,1.13,0.06,0.32,-0.33,-0.71,-0.45,-0.95,0.25,0.86,1.29,1.79,,0.55,1.01,2.91,-0.04,-0.27,-0.55
2023,14,33,391.5,33.73,0.95,1974.8,0.38,0.528,2.78,24.87,0.702,0.238,0.264,81.8,21.71,11.67,8.32,-1.04,-0.68,0.14,-1.09,-0.42,-0.33,-1.1,0.07,-1.21,-0.58,-0.59,1.13,0.2,1.47,-0.69,0.34,0.07,0.53
2023,14,16,523,34.85,1.06,2713.8,0.322,0.438,3.15,25.68,1.234,0.658,0.58,74.3,21.85,9.62,8.86,0.49,-0.4,0.82,0.58,-1.33,-1.23,-0.76,0.4,1.43,1.7,1.02,-0.53,0.25,0.22,-0.41,0.04,-0.21,-0.97
2023,14,11,,33.23,0.68,2241.3,0.54,0.732,5.57,21.07,1.016,0.237,0.218,81.3,23.25,10.05,8.7,,-0.8,-1.54,-0.49,2.09,1.72,1.41,-1.48,0.35,-0.59,-0.83,1.01,0.73,0.48,-0.49,-2.43,-1.47,-1.87
2023,14,36,,33.7,1.14,2294.3,0.314,0.434,3.21,25.15,1.153,0.567,0.531,71.8,21.73,14.04,11.9,,-0.69,1.32,-0.37,-1.46,-1.27,-0.71,0.18,1.03,1.2,0.77,-1.09,0.21,2.91,1.17,-0.19,-0.24,-0.78
2023,14,19,426.5,32.42,0.99,2241.8,0.374,0.494,,,,,,,,,,-0.64,-1.01,0.38,-0.49,-0.52,-0.67,,,,,,,,,,-1.51,-0.46,-1.68
2023,14,28,490,34.17,0.9,2234.3,0.39,0.556,5.5,21.64,0.859,0.315,0.308,71.5,18.83,7.53,7.06,0.1,-0.57,-0.18,-0.51,-0.27,-0.04,1.35,-1.25,-0.43,-0.17,-0.37,-1.15,-0.79,-1.05,-1.35,-1.52,-1.02,-1.52
2023,14,34,634,41.12,0.97,2982.4,0.412,0.532,2.6,25.61,0.694,0.087,,73,17.09,9.63,7.67,1.78,1.17,0.26,1.18,0.08,-0.29,-1.26,0.37,-1.25,-1.4,,-0.82,-1.39,0.23,-1.03,0.17,-0.46,-0.22
2023,14,18,514,,,,,,,,,,,83.2,22.71,9.54,9.23,0.38,,,,,,,,,,,1.43,0.55,0.17,-0.22,-1.06,-1.1,-1.37
2023,14,10,450,33.07,1.06,2877.4,0.332,0.446,4.05,24.11,1.256,0.456,0.739,74.5,21.61,13.2,10.36,-0.36,-0.84,0.82,0.95,-1.18,-1.15,0.05,-0.24,1.54,0.6,1.83,-0.49,0.17,2.4,0.37,-0.66,-0.67,-1.23
2023,14,2,423,32.17,0.82,1925.8,0.434,0.588,5.28,19.94,0.948,0.563,0.663,72.7,22.8,7.52,10.62,-0.68,-1.07,-0.67,-1.2,0.42,0.28,1.15,-1.94,0.01,1.18,1.45,-0.89,0.58,-1.06,0.51,-0.31,-0.62,-1.14
2023,14,27,567.5,39.97,0.8,2436.8,0.492,0.692,,,,,,73.1,21.84,10.69,11.62,1.01,0.88,-0.8,-0.05,1.33,1.32,,,,,,-0.8,0.25,0.87,1.03,-0.33,-0.21,-1.13
2023,14,22,502.5,29.21,0.87,,0.408,0.584,4.06,24.12,0.738,0.183,0.375,74.5,22.35,10.29,9.68,0.25,-1.81,-0.36,,0.02,0.24,0.06,-0.24,-1.04,-0.88,-0.02,-0.49,0.42,0.63,0.02,-0.2,-0.4,-0.94
2023,14,8,532.5,35.25,0.8,1593.8,0.46,0.628,4.61,23.42,1.195,0.531,0.575,77,32.86,9.86,11.58,0.6,-0.3,-0.8,-1.95,0.83,0.68,0.55,-0.52,1.24,1.01,1,0.06,4.04,0.37,1.01,-0.71,-0.78,-1.18
2023,14,6,606.5,39.44,0.97,2575.8,0.388,0.548,4.52,21.59,1.081,0.234,0.379,72.8,22.79,10.06,9.15,1.46,0.75,0.26,0.27,-0.3,-0.12,0.47,-1.27,0.67,-0.61,0,-0.86,0.57,0.49,-0.26,0.21,-0.16,0.13
2023,14,42,590,36.09,0.99,2021.4,0.37,0.52,4.89,21.45,0.833,0.329,,75.7,18.95,9.42,7.94,1.27,-0.09,0.38,-0.99,-0.58,-0.41,0.8,-1.32,-0.56,-0.09,,-0.22,-0.75,0.1,-0.89,0.08,-0.68,-0.32
2023,14,24,442.5,36.29,0.94,2949.4,0.426,0.552,3.63,23.22,0.803,0.219,0.304,73,16.95,10.89,9.95,-0.45,-0.04,0.07,1.11,0.3,-0.08,-0.33,-0.6,-0.71,-0.69,-0.39,-0.82,-1.44,0.99,0.16,-0.06,-0.36,-0.49
2023,14,32,448,36.13,0.93,3012.8,0.392,0.53,5.72,22.67,0.576,0.355,0.061,73.9,17.17,8.59,8.03,-0.39,-0.08,0.01,1.25,-0.23,-0.31,1.55,-0.83,-1.84,0.05,-1.63,-0.62,-1.36,-0.41,-0.84,-0.37,-0.35,-0.73
