ID,rn,vel_m.s,Acceleration,acc.up
#ID33,8.72,,,0.45
#ID33,8.73,,,0.34
#ID33,8.74,,,0.16
#ID33,8.75,,,-0.07
#ID33,8.76,,,-0.29
#ID33,8.77,,,-0.48
#ID33,8.78,,,-0.57
#ID33,8.79,,,-0.53
#ID33,8.8,5.402777778,-0.048,-0.36
#ID33,8.81,,,-0.07
#ID33,8.82,,,0.33
#ID33,8.83,,,0.77
#ID33,8.84,,,1.2
#ID33,8.85,,,1.57
#ID33,8.86,,,1.85
#ID33,8.87,,,2.03
#ID33,8.88,,,2.14
#ID33,8.89,,,2.21
#ID33,8.9,5.388888889,-0.049,2.25
#ID33,8.91,,,2.26
#ID33,8.92,,,2.21
#ID33,8.93,,,2.09
#ID33,8.94,,,1.87
#ID33,8.95,,,1.58
#ID33,8.96,,,1.24
#ID33,8.97,,,0.9
#ID33,8.98,,,0.59
#ID33,8.99,,,0.35
#ID33,9,5.369444444,-0.057,0.22
#ID33,9.01,,,0.21
#ID33,9.02,,,0.29
#ID33,9.03,,,0.44
#ID33,9.04,,,0.59
#ID33,9.05,,,0.69
#ID33,9.06,,,0.69
#ID33,9.07,,,0.56
#ID33,9.08,,,0.32
#ID33,9.09,,,0.01
#ID33,9.1,5.336111111,-0.075,-0.32
#ID33,9.11,,,-0.6
#ID33,9.12,,,-0.76
#ID33,9.13,,,-0.75
#ID33,9.14,,,-0.54
#ID33,9.15,,,-0.14
#ID33,9.16,,,0.4
#ID33,9.17,,,1
#ID33,9.18,,,1.56
#ID33,9.19,,,1.98
#ID33,9.2,5.302777778,-0.104,2.2
#ID33,9.21,,,2.25
#ID33,9.22,,,2.18
#ID33,9.23,,,2.08
#ID33,9.24,,,2.01
#ID33,9.25,,,1.98
#ID33,9.26,,,1.94
#ID33,9.27,,,1.87
#ID33,9.28,,,1.71
#ID33,9.29,,,1.47
#ID33,9.3,5.283333333,-0.139,1.18
#ID33,9.31,,,0.89
#ID33,9.32,,,0.64
#ID33,9.33,,,0.49
#ID33,9.34,,,0.42
#ID33,9.35,,,0.45
#ID33,9.36,,,0.52
#ID33,9.37,,,0.59
#ID33,9.38,,,0.62
#ID33,9.39,,,0.56
#ID33,9.4,5.266666667,-0.168,0.4
#ID33,9.41,,,0.15
#ID33,9.42,,,-0.16
#ID33,9.43,,,-0.47
#ID33,9.44,,,-0.71
#ID33,9.45,,,-0.81
#ID33,9.46,,,-0.72
#ID33,9.47,,,-0.43
#ID33,9.48,,,0.05
#ID33,9.49,,,0.64
#ID33,9.5,5.255555556,-0.185,1.25
#ID33,9.51,,,1.77
#ID33,9.52,,,2.12
#ID33,9.53,,,2.27
#ID33,9.54,,,2.27
#ID33,9.55,,,2.19
#ID33,9.56,,,2.11
#ID33,9.57,,,2.08
#ID33,9.58,,,2.09
#ID33,9.59,,,2.09
#ID33,9.6,5.252777778,-0.19,2.02
#ID33,9.61,,,1.84
#ID33,9.62,,,1.55
#ID33,9.63,,,1.18
#ID33,9.64,,,0.76
#ID33,9.65,,,0.37
#ID33,9.66,,,0.05
#ID33,9.67,,,-0.14
#ID33,9.68,,,-0.18
#ID33,9.69,,,-0.08
#ID33,9.7,5.25,-0.182,0.11
#ID33,9.71,,,0.35
#ID33,9.72,,,0.55
#ID33,9.73,,,0.67
#ID33,9.74,,,0.65
#ID33,9.75,,,0.5
#ID33,9.76,,,0.24
#ID33,9.77,,,-0.05
#ID33,9.78,,,-0.32
#ID33,9.79,,,-0.48
#ID33,9.8,5.233333333,-0.167,-0.47
#ID33,9.81,,,-0.25
#ID33,9.82,,,0.16
#ID33,9.83,,,0.69
#ID33,9.84,,,1.25
#ID33,9.85,,,1.71
#ID33,9.86,,,2
#ID33,9.87,,,2.09
#ID33,9.88,,,2.02
#ID33,9.89,,,1.9
#ID33,9.9,5.222222222,-0.153,1.82
#ID33,9.91,,,1.82
#ID33,9.92,,,1.89
#ID33,9.93,,,1.96
#ID33,9.94,,,1.97
#ID33,9.95,,,1.87
#ID33,9.96,,,1.67
#ID33,9.97,,,1.37
#ID33,9.98,,,1.03
#ID33,9.99,,,0.71
#ID33,10,5.208333333,-0.143,0.47
#ID33,10.01,,,0.32
#ID33,10.02,,,0.28
#ID33,10.03,,,0.31
#ID33,10.04,,,0.4
#ID33,10.05,,,0.49
#ID33,10.06,,,0.56
#ID33,10.07,,,0.57
#ID33,10.08,,,0.51
#ID33,10.09,,,0.38
#ID33,10.1,5.180555556,-0.138,0.19
#ID33,10.11,,,-0.06
#ID33,10.12,,,-0.32
#ID33,10.13,,,-0.54
#ID33,10.14,,,-0.67
#ID33,10.15,,,-0.64
#ID33,10.16,,,-0.41
#ID33,10.17,,,0.02
#ID33,10.18,,,0.6
#ID33,10.19,,,1.26
#ID33,10.2,5.138888889,-0.146,1.87
#ID33,10.21,,,2.32
#ID33,10.22,,,2.57
#ID33,10.23,,,2.61
#ID33,10.24,,,2.51
#ID33,10.25,,,2.36
#ID33,10.26,,,2.23
#ID33,10.27,,,2.15
#ID33,10.28,,,2.09
#ID33,10.29,,,2.03
#ID33,10.3,5.1,-0.17,1.9
#ID33,10.31,,,1.69
#ID33,10.32,,,1.4
#ID33,10.33,,,1.06
#ID33,10.34,,,0.7
#ID33,10.35,,,0.37
#ID33,10.36,,,0.11
#ID33,10.37,,,-0.05
#ID33,10.38,,,-0.1
#ID33,10.39,,,-0.04
#ID33,10.4,5.058333333,-0.203,0.09
#ID33,10.41,,,0.25
#ID33,10.42,,,0.4
#ID33,10.43,,,0.49
#ID33,10.44,,,0.5
#ID33,10.45,,,0.41
#ID33,10.46,,,0.25
#ID33,10.47,,,0.03
#ID33,10.48,,,-0.2
#ID33,10.49,,,-0.38
#ID33,10.5,5.016666667,-0.241,-0.48
#ID33,10.51,,,-0.45
#ID33,10.52,,,-0.25
#ID33,10.53,,,0.12
#ID33,10.54,,,0.62
#ID33,10.55,,,1.19
#ID33,10.56,,,1.71
#ID33,10.57,,,2.08
#ID33,10.58,,,2.24
#ID33,10.59,,,2.2
#ID33,10.6,4.983333333,-0.278,2.04
#ID33,10.61,,,1.87
#ID33,10.62,,,1.78
#ID33,10.63,,,1.8
#ID33,10.64,,,1.88
#ID33,10.65,,,1.97
#ID33,10.66,,,1.98
#ID33,10.67,,,1.88
#ID33,10.68,,,1.68
#ID33,10.69,,,1.39
#ID33,10.7,4.944444444,-0.309,1.07
#ID33,10.71,,,0.78
#ID33,10.72,,,0.55
#ID33,10.73,,,0.41
#ID33,10.74,,,0.35
#ID33,10.75,,,0.35
#ID33,10.76,,,0.39
#ID33,10.77,,,0.45
#ID33,10.78,,,0.5
#ID33,10.79,,,0.51
#ID33,10.8,4.891666667,-0.337,0.48
#ID33,10.81,,,0.4
#ID33,10.82,,,0.25
#ID33,10.83,,,0.06
#ID33,10.84,,,-0.17
#ID33,10.85,,,-0.4
#ID33,10.86,,,-0.58
#ID33,10.87,,,-0.67
#ID33,10.88,,,-0.59
#ID33,10.89,,,-0.33
#ID33,10.9,4.830555556,-0.37,0.12
#ID33,10.91,,,0.71
#ID33,10.92,,,1.36
#ID33,10.93,,,1.94
#ID33,10.94,,,2.37
#ID33,10.95,,,2.58
#ID33,10.96,,,2.6
#ID33,10.97,,,2.49
#ID33,10.98,,,2.34
#ID33,10.99,,,2.23
#ID33,11,4.777777778,-0.407,2.17
#ID33,11.01,,,2.15
#ID33,11.02,,,2.11
#ID33,11.03,,,2.01
#ID33,11.04,,,1.83
#ID33,11.05,,,1.56
#ID33,11.06,,,1.24
#ID33,11.07,,,0.9
#ID33,11.08,,,0.57
#ID33,11.09,,,0.3
#ID33,11.1,4.725,-0.443,0.09
#ID33,11.11,,,-0.04
#ID33,11.12,,,-0.08
#ID33,11.13,,,-0.06
#ID33,11.14,,,0
#ID33,11.15,,,0.09
#ID33,11.16,,,0.17
#ID33,11.17,,,0.22
#ID33,11.18,,,0.24
#ID33,11.19,,,0.21
#ID33,11.2,4.666666667,-0.473,0.12
#ID33,11.21,,,-0.02
#ID33,11.22,,,-0.18
#ID33,11.23,,,-0.34
#ID33,11.24,,,-0.43
#ID33,11.25,,,-0.41
#ID33,11.26,,,-0.22
#ID33,11.27,,,0.16
#ID33,11.28,,,0.68
#ID33,11.29,,,1.29
#ID33,11.3,4.605555556,-0.501,1.85
#ID33,11.31,,,2.26
#ID33,11.32,,,2.44
#ID33,11.33,,,2.41
#ID33,11.34,,,2.24
#ID33,11.35,,,2.05
#ID33,11.36,,,1.93
#ID33,11.37,,,1.92
#ID33,11.38,,,1.98
#ID33,11.39,,,2.05
#ID33,11.4,4.547222222,-0.526,2.08
#ID33,11.41,,,2.02
#ID33,11.42,,,1.85
#ID33,11.43,,,1.6
#ID33,11.44,,,1.31
#ID33,11.45,,,1
#ID33,11.46,,,0.73
#ID33,11.47,,,0.5
#ID33,11.48,,,0.33
#ID33,11.49,,,0.21
#ID33,11.5,4.477777778,-0.549,0.14
#ID33,11.51,,,0.1
#ID33,11.52,,,0.08
#ID33,11.53,,,0.09
#ID33,11.54,,,0.11
#ID33,11.55,,,0.14
#ID33,11.56,,,0.16
#ID33,11.57,,,0.16
#ID33,11.58,,,0.1
#ID33,11.59,,,0
#ID33,11.6,4.4,-0.575,-0.13
#ID33,11.61,,,-0.24
#ID33,11.62,,,-0.28
#ID33,11.63,,,-0.17
#ID33,11.64,,,0.1
#ID33,11.65,,,0.55
#ID33,11.66,,,1.11
#ID33,11.67,,,1.69
#ID33,11.68,,,2.16
#ID33,11.69,,,2.45
#ID33,11.7,4.325,-0.607,2.55
#ID33,11.71,,,2.5
#ID33,11.72,,,2.39
#ID33,11.73,,,2.27
#ID33,11.74,,,2.19
#ID33,11.75,,,2.13
#ID33,11.76,,,2.06
#ID33,11.77,,,1.96
#ID33,11.78,,,1.8
#ID33,11.79,,,1.58
#ID33,11.8,4.252777778,-0.639,1.33
#ID33,11.81,,,1.07
#ID33,11.82,,,0.82
#ID33,11.83,,,0.61
#ID33,11.84,,,0.45
#ID33,11.85,,,0.33
#ID33,11.86,,,0.25
#ID33,11.87,,,0.2
#ID33,11.88,,,0.18
#ID33,11.89,,,0.19
#ID33,11.9,4.175,-0.668,0.19
#ID33,11.91,,,0.19
#ID33,11.92,,,0.15
#ID33,11.93,,,0.08
#ID33,11.94,,,-0.03
#ID33,11.95,,,-0.16
#ID33,11.96,,,-0.28
#ID33,11.97,,,-0.32
#ID33,11.98,,,-0.22
#ID33,11.99,,,0.05
#ID33,12,4.094444444,-0.694,0.48
#ID33,12.01,,,1
#ID33,12.02,,,1.5
#ID33,12.03,,,1.86
#ID33,12.04,,,2.02
#ID33,12.05,,,1.98
#ID33,12.06,,,1.82
#ID33,12.07,,,1.66
#ID33,12.08,,,1.57
#ID33,12.09,,,1.6
#ID33,12.1,4.027777778,-0.717,1.72
#ID33,12.11,,,1.86
#ID33,12.12,,,1.97
#ID33,12.13,,,2
#ID33,12.14,,,1.94
#ID33,12.15,,,1.79
#ID33,12.16,,,1.58
#ID33,12.17,,,1.32
#ID33,12.18,,,1.06
#ID33,12.19,,,0.8
#ID33,12.2,3.963888889,-0.729,0.56
#ID33,12.21,,,0.38
#ID33,12.22,,,0.24
#ID33,12.23,,,0.16
#ID33,12.24,,,0.13
#ID33,12.25,,,0.14
#ID33,12.26,,,0.16
#ID33,12.27,,,0.17
#ID33,12.28,,,0.15
#ID33,12.29,,,0.08
#ID33,12.3,3.894444444,-0.732,-0.02
#ID33,12.31,,,-0.14
#ID33,12.32,,,-0.22
#ID33,12.33,,,-0.21
#ID33,12.34,,,-0.06
#ID33,12.35,,,0.24
#ID33,12.36,,,0.66
#ID33,12.37,,,1.14
#ID33,12.38,,,1.57
#ID33,12.39,,,1.88
#ID33,12.4,3.830555556,-0.728,2.01
#ID33,12.41,,,2
#ID33,12.42,,,1.9
#ID33,12.43,,,1.81
#ID33,12.44,,,1.78
#ID33,12.45,,,1.82
#ID33,12.46,,,1.91
#ID33,12.47,,,2
#ID33,12.48,,,2.05
#ID33,12.49,,,2.01
#ID33,12.5,3.772222222,-0.718,1.88
#ID33,12.51,,,1.68
#ID33,12.52,,,1.43
#ID33,12.53,,,1.17
#ID33,12.54,,,0.92
#ID33,12.55,,,0.69
#ID33,12.56,,,0.5
#ID33,12.57,,,0.35
#ID33,12.58,,,0.25
#ID33,12.59,,,0.18
#ID33,12.6,3.708333333,-0.703,0.16
#ID33,12.61,,,0.16
#ID33,12.62,,,0.17
#ID33,12.63,,,0.19
#ID33,12.64,,,0.17
#ID33,12.65,,,0.11
#ID33,12.66,,,0.01
#ID33,12.67,,,-0.12
#ID33,12.68,,,-0.24
#ID33,12.69,,,-0.3
#ID33,12.7,3.638888889,-0.689,-0.24
#ID33,12.71,,,-0.02
#ID33,12.72,,,0.37
#ID33,12.73,,,0.87
#ID33,12.74,,,1.41
#ID33,12.75,,,1.85
#ID33,12.76,,,2.11
#ID33,12.77,,,2.16
#ID33,12.78,,,2.04
#ID33,12.79,,,1.85
#ID33,12.8,3.580555556,-0.677,1.7
#ID33,12.81,,,1.63
#ID33,12.82,,,1.66
#ID33,12.83,,,1.75
#ID33,12.84,,,1.82
#ID33,12.85,,,1.85
#ID33,12.86,,,1.81
#ID33,12.87,,,1.7
#ID33,12.88,,,1.54
#ID33,12.89,,,1.35
#ID33,12.9,3.525,-0.663,1.16
#ID33,12.91,,,0.97
#ID33,12.92,,,0.79
#ID33,12.93,,,0.62
#ID33,12.94,,,0.47
#ID33,12.95,,,0.34
#ID33,12.96,,,0.22
#ID33,12.97,,,0.12
#ID33,12.98,,,0.05
#ID33,12.99,,,0
#ID33,13,3.455555556,-0.649,-0.01
#ID33,13.01,,,-0.02
#ID33,13.02,,,-0.01
#ID33,13.03,,,-0.03
#ID33,13.04,,,-0.07
#ID33,13.05,,,-0.13
#ID33,13.06,,,-0.19
#ID33,13.07,,,-0.21
#ID33,13.08,,,-0.13
#ID33,13.09,,,0.09
#ID33,13.1,3.372222222,-0.643,0.46
#ID33,13.11,,,0.95
#ID33,13.12,,,1.48
#ID33,13.13,,,1.95
#ID33,13.14,,,2.27
#ID33,13.15,,,2.39
#ID33,13.16,,,2.34
#ID33,13.17,,,2.21
#ID33,13.18,,,2.09
#ID33,13.19,,,2.04
#ID33,13.2,3.288888889,-0.652,2.06
#ID33,13.21,,,2.11
#ID33,13.22,,,2.14
#ID33,13.23,,,2.09
#ID33,13.24,,,1.96
#ID33,13.25,,,1.76
#ID33,13.26,,,1.53
#ID33,13.27,,,1.3
#ID33,13.28,,,1.11
#ID33,13.29,,,0.95
#ID33,13.3,3.2,-0.673,0.83
#ID33,13.31,,,0.72
#ID33,13.32,,,0.6
#ID33,13.33,,,0.45
#ID33,13.34,,,0.29
#ID33,13.35,,,0.13
#ID33,13.36,,,-0.01
#ID33,13.37,,,-0.1
#ID33,13.38,,,-0.13
#ID33,13.39,,,-0.1
#ID33,13.4,3.1,-0.705,-0.05
#ID33,13.41,,,0
#ID33,13.42,,,0
#ID33,13.43,,,-0.04
#ID33,13.44,,,-0.12
#ID33,13.45,,,-0.2
#ID33,13.46,,,-0.22
#ID33,13.47,,,-0.11
#ID33,13.48,,,0.16
#ID33,13.49,,,0.59
#ID33,13.5,3.005555556,-0.747,1.1
#ID33,13.51,,,1.6
#ID33,13.52,,,1.96
#ID33,13.53,,,2.12
#ID33,13.54,,,2.08
#ID33,13.55,,,1.91
#ID33,13.56,,,1.73
#ID33,13.57,,,1.62
#ID33,13.58,,,1.6
#ID33,13.59,,,1.66
#ID33,13.6,2.916666667,-0.789,1.75
#ID33,13.61,,,1.81
#ID33,13.62,,,1.81
#ID33,13.63,,,1.75
#ID33,13.64,,,1.62
#ID33,13.65,,,1.48
#ID33,13.66,,,1.33
#ID33,13.67,,,1.19
#ID33,13.68,,,1.07
#ID33,13.69,,,0.96
#ID33,13.7,2.816666667,-0.828,0.85
#ID33,13.71,,,0.73
#ID33,13.72,,,0.6
#ID33,13.73,,,0.46
#ID33,13.74,,,0.33
#ID33,13.75,,,0.22
#ID33,13.76,,,0.14
#ID33,13.77,,,0.09
#ID33,13.78,,,0.06
#ID33,13.79,,,0.03
#ID33,13.8,2.7,-0.867,0
#ID33,13.81,,,-0.05
#ID33,13.82,,,-0.11
#ID33,13.83,,,-0.14
#ID33,13.84,,,-0.11
#ID33,13.85,,,0.04
#ID33,13.86,,,0.33
#ID33,13.87,,,0.73
#ID33,13.88,,,1.19
#ID33,13.89,,,1.63
#ID33,13.9,2.577777778,-0.914,1.95
#ID33,13.91,,,2.1
#ID33,13.92,,,2.1
#ID33,13.93,,,1.98
#ID33,13.94,,,1.84
#ID33,13.95,,,1.73
#ID33,13.96,,,1.68
#ID33,13.97,,,1.68
#ID33,13.98,,,1.71
#ID33,13.99,,,1.73
#ID33,14,2.463888889,-0.966,1.71
#ID33,14.01,,,1.64
#ID33,14.02,,,1.51
#ID33,14.03,,,1.36
#ID33,14.04,,,1.2
#ID33,14.05,,,1.04
#ID33,14.06,,,0.91
#ID33,14.07,,,0.81
#ID33,14.08,,,0.74
#ID33,14.09,,,0.69
#ID33,14.1,2.355555556,-1.014,0.64
#ID33,14.11,,,0.58
#ID33,14.12,,,0.52
#ID33,14.13,,,0.44
#ID33,14.14,,,0.36
#ID33,14.15,,,0.27
#ID33,14.16,,,0.19
#ID33,14.17,,,0.12
#ID33,14.18,,,0.08
#ID33,14.19,,,0.05
#ID33,14.2,2.252777778,-1.05,0.06
#ID33,14.21,,,0.12
#ID33,14.22,,,0.21
#ID33,14.23,,,0.37
#ID33,14.24,,,0.57
#ID33,14.25,,,0.82
#ID33,14.26,,,1.09
#ID33,14.27,,,1.33
#ID33,14.28,,,1.51
#ID33,14.29,,,1.61
#ID33,14.3,2.163888889,-1.07,1.62
#ID33,14.31,,,1.57
#ID33,14.32,,,1.5
#ID33,14.33,,,1.46
#ID33,14.34,,,1.45
#ID33,14.35,,,1.48
#ID33,14.36,,,1.51
#ID33,14.37,,,1.52
#ID33,14.38,,,1.48
#ID33,14.39,,,1.4
#ID33,14.4,2.080555556,-1.07,1.27
#ID33,14.41,,,1.13
#ID33,14.42,,,0.99
#ID33,14.43,,,0.86
#ID33,14.44,,,0.76
#ID33,14.45,,,0.69
#ID33,14.46,,,0.64
#ID33,14.47,,,0.61
#ID33,14.48,,,0.58
#ID33,14.49,,,0.57
#ID33,14.5,1.997222222,-1.052,0.55
